# depth (m),temp,temp_corrected
10,20.077,20.066698
25,18.28,18.254257
30,17.976,17.945115
40,17.601,17.559844
50,17.452,17.400593
60,17.46,17.398367
70,17.509,17.437172
80,16.439,16.357011
90,16.496,16.403891
100,16.589,16.486816
110,16.732,16.619791
120,16.877,16.754821
130,17.018,16.88591
140,17.168,17.026064
150,17.314,17.162286
160,17.719,17.557582
169.46,18.347,18.176475
