# depth (m),temp,temp_corrected
10,15,14.989698
25,15.39,15.364257
30,15.46,15.429115
35,15.54,15.503977
40,15.86,15.818844
45,16.04,15.993716
50,16.18,16.128593
55,16.3,16.243477
56.55,16.33,16.271892
