# depth (m),temp,temp_corrected
10,16.63,16.619698
25,17.15,17.124257
50,17.42,17.368593
60,17.53,17.468367
70,17.68,17.608172
80,17.84,17.758011
90,17.96,17.867891
100,18.09,17.987816
101.75,18.12,18.016058
