# depth (m),temp,temp_corrected
10,18.215,18.204698
25,17.941,17.915257
50,16.603,16.551593
60,16.653,16.591367
70,16.708,16.636172
80,16.766,16.684011
90,16.863,16.770891
100,16.97,16.867816
110,17.072,16.959791
120,17.176,17.053821
130,17.287,17.15491
140,17.431,17.289064
145,17.597,17.450166
148.14,17.68,17.530099
