# depth (m),temp,temp_corrected
370,44,43.65924
390,45,44.645261
410,46,45.631919
430,47.2,46.819233
470,49,48.595887
500,50.8,50.3802
540,52,51.56177
570,54,53.549836
590,55,54.542786
610,56,55.536459
630,57,56.530854
640,58,57.52832
