# depth (m),temp,temp_corrected
8.2,16.33,16.321552
145,24.15,24.003166
245,27.78,27.539703
345,32.82,32.497582
445,38.79,38.400158
545,44.68,44.239668
645,49.78,49.307121
746.3,54.14,53.652242
