# depth (m),temp,temp_corrected
10,15.995,15.984698
25,16.052,16.026257
50,15.194,15.142593
60,15.221,15.159367
70,15.254,15.182172
80,15.299,15.217011
90,15.612,15.519891
93.03,15.693,15.597833
