# depth (m),temp,temp_corrected
10,21.1,21.089698
25,13.299,13.273257
50,13.427,13.375593
60,13.427,13.365367
70,13.427,13.355172
80,13.427,13.345011
90,13.427,13.334891
100,13.427,13.324816
110,13.683,13.570791
120,13.811,13.688821
121.36,13.939,13.815469
