# depth (m),temp,temp_corrected
540,47.4,46.96177
560,48.5,48.053633
580,49.7,49.246221
600,50.6,50.139532
620,51.4,50.933566
640,52.5,52.02832
660,53.7,53.223789
680,54.4,53.919966
700,55.3,54.816844
720,56.2,55.714411
740,56.9,56.412657
760,57.7,57.211568
780,58.7,58.21113
800,60.4,59.911328
820,61.1,60.612144
840,61.8,61.31356
860,62.9,62.415558
865,63.2,62.716146
