# depth (m),temp,temp_corrected
10,16.241,16.230698
25,16.653,16.627257
50,17.157,17.105593
55,17.2,17.143477
60,17.247,17.185367
65,17.307,17.240265
70,17.352,17.280172
75,17.374,17.297087
80,17.463,17.381011
83.13,17.5,17.414839
