# depth (m),temp,temp_corrected
10,24.974,24.963698
25,22.915,22.889257
50,17.428,17.376593
60,17.461,17.399367
70,17.51,17.438172
80,17.559,17.477011
90,17.644,17.551891
100,17.723,17.620816
110,17.828,17.715791
120,17.936,17.813821
130,18.084,17.95191
140,18.43,18.288064
150,18.717,18.565286
160,18.925,18.763582
170,19.09,18.918957
180,19.276,19.095414
190,19.488,19.297959
193.33,19.545,19.35183
