# depth (m),temp,temp_corrected
10,20.187,20.176698
25,19.686,19.660257
50,19.136,19.084593
60,19.064,19.002367
70,19.026,18.954172
80,19.037,18.955011
90,19.071,18.978891
100,19.136,19.033816
110,19.178,19.065791
120,19.31,19.187821
130,19.408,19.27591
139.91,19.505,19.363152
