# depth (m),temp,temp_corrected
10,19.062,19.051698
25,19.061,19.035257
50,18.945,18.893593
60,18.967,18.905367
70,19,18.928172
80,19.117,19.035011
90,19.172,19.079891
100,19.234,19.131816
110,19.316,19.203791
120,19.425,19.302821
130,19.529,19.39691
140,19.639,19.497064
150,19.755,19.603286
160,19.811,19.649582
160.25,19.813,19.651341
