# depth (m),temp,temp_corrected
100,22.5,22.397816
200,23.5,23.300595
300,24.5,24.212894
400,26.5,26.138509
500,29,28.5802
600,31.5,31.039532
700,34,33.516844
800,37.5,37.011328
900,40.5,40.021216
1000,45.5,45.044028
1100,50.5,50.076857
1200,56,55.61665
1295,61,60.658214
