# depth (m),temp,temp_corrected
10,18.635,18.624698
25,18.276,18.250257
50,17.903,17.851593
60,17.892,17.830367
70,17.922,17.850172
80,18.013,17.931011
90,18.112,18.019891
95,18.15,18.052848
97.55,18.195,18.09528
