# depth (m),temp,temp_corrected
106.68,33.889,33.780002
198.12,33.889,33.691237
289.56,34,33.721485
381,34.556,34.207029
472.44,35,34.594553
563.88,35.278,34.829916
571.5,40.556,40.104838
2212.54,80,79.954181
890.63,55.556,55.075253
2069.9,53.333,53.264302
2782.52,78.333,78.326847
