# depth (m),temp,temp_corrected
55,22,21.943477
155,26.5,26.343425
255,31,30.750917
355,35,34.670132
455,41,40.604321
555,46,45.5556
655,50.2,49.724855
656.2,48,47.524595
656.2,50,49.524595
629.2,52,51.531064
656.2,53,52.524595
656.1,50.2,49.724617
