# depth (m),temp,temp_corrected
10,19.88,19.869698
25,20.33,20.304257
50,20.92,20.868593
60,21.31,21.248367
70,21.97,21.898172
80,22.93,22.848011
90,23.66,23.567891
100,23.85,23.747816
110,24.04,23.927791
115,24.13,24.012799
115.65,24.15,24.032151
