# depth (m),temp,temp_corrected
10,24.16,24.149698
25,22.3,22.274257
50,20.73,20.678593
60,20.36,20.298367
70,20.02,19.948172
80,19.73,19.648011
90,18.62,18.527891
100,17.4,17.297816
110,17.55,17.437791
120,17.66,17.537821
130,17.8,17.66791
140,17.95,17.808064
150,18.07,17.918286
160,18.21,18.048582
170,18.35,18.178957
180,18.57,18.389414
185.58,18.63,18.444127
