# depth (m),temp,temp_corrected
10,14.42,14.409698
25,14.37,14.344257
50,14.39,14.338593
60,14.38,14.318367
70,14.38,14.308172
80,14.4,14.318011
90,14.44,14.347891
100,14.46,14.357816
110,14.48,14.367791
120,14.55,14.427821
130,14.68,14.54791
140,14.85,14.708064
150,14.92,14.768286
160,15.55,15.388582
170,16.12,15.948957
175,16.25,16.074175
176.55,16.26,16.082697
