# depth (m),temp,temp_corrected
10,20.35,20.339698
25,20.235,20.209257
50,20.029,19.977593
60,20.007,19.945367
70,20.008,19.936172
80,20.019,19.937011
90,20.056,19.963891
100,20.097,19.994816
110,20.148,20.035791
120,20.197,20.074821
130,20.26,20.12791
140,20.323,20.181064
150,20.384,20.232286
155,20.416,20.259425
160,20.448,20.286582
170,20.524,20.352957
180,20.802,20.621414
183.71,20.889,20.704896
