# depth (m),temp,temp_corrected
100,23.5,23.397816
200,24,23.800595
300,24.5,24.212894
400,28,27.638509
500,30,29.5802
600,32.5,32.039532
700,35,34.516844
800,38,37.511328
900,42.5,42.021216
1000,46.5,46.044028
1100,51,50.576857
1120,53,52.584356
1122,54,53.58512
