# depth (m),temp,temp_corrected
10,12.98,12.969698
25,13.95,13.924257
50,14.74,14.688593
60,14.82,14.758367
70,14.96,14.888172
80,15.09,15.008011
90,15.21,15.117891
100,15.36,15.257816
110,15.52,15.407791
120,15.68,15.557821
130,15.81,15.67791
136.15,15.85,15.711846
