# depth (m),temp,temp_corrected
10,21.986,21.975698
25,18.763,18.737257
50,18.766,18.714593
60,18.811,18.749367
70,18.901,18.829172
80,19.003,18.921011
90,19.128,19.035891
100,19.264,19.161816
110,19.402,19.289791
120,19.542,19.419821
130,19.757,19.62491
140,19.969,19.827064
141.5,20.026,19.882592
