# depth (m),temp,temp_corrected
750,58,57.51203
800,60,59.511328
840,62,61.51356
880,64,63.518117
900,65.9,65.421216
950,68,67.531181
1000,70,69.544028
1040,72,71.556128
1070,73,72.566138
