# depth (m),temp,temp_corrected
10.02,17.915,17.904678
25.02,17.132,17.106236
50.02,16.854,16.802573
60.02,16.796,16.734347
70.02,15.781,15.709151
80.02,15.919,15.836991
90.02,16.039,15.946871
100.02,16.166,16.063796
110.02,16.288,16.175771
120.02,16.44,16.317801
130.02,16.897,16.76489
140.02,17.694,17.552044
150.02,18.283,18.131267
156.98,18.363,18.204505
