# depth (m),temp,temp_corrected
10,18.722,18.711698
25,18.55,18.524257
50,18.569,18.517593
60,18.578,18.516367
70,18.601,18.529172
80,18.577,18.495011
90,18.647,18.554891
100,18.556,18.453816
105,18.416,18.308797
108.96,18.144,18.032831
