# depth (m),temp,temp_corrected
10,17.25,17.239698
25,17.54,17.514257
50,17.93,17.878593
60,18.05,17.988367
70,18.33,18.258172
80,18.5,18.418011
90,18.62,18.527891
100,18.77,18.667816
110,19.1,18.987791
120,19.19,19.067821
130,19.24,19.10791
140,19.24,19.098064
150,19.32,19.168286
160,19.63,19.468582
170,20.06,19.888957
180,20.2,20.019414
190,20.27,20.079959
200,20.43,20.230595
210,20.57,20.361327
