# depth (m),temp,temp_corrected
360.8832,30.2488,29.914619
361.0356,30.2521,29.917808
361.188,30.2559,29.921497
361.3404,30.2606,29.926086
361.4928,30.2655,29.930875
361.6452,30.2709,29.936164
361.7976,30.2756,29.940753
361.95,30.281,29.946042
362.1024,30.2861,29.951032
362.2548,30.2901,29.954921
362.4072,30.294,29.95871
362.5596,30.2982,29.9628
362.712,30.3022,29.966689
362.8644,30.3058,29.970178
363.0168,30.3097,29.973968
363.1692,30.3138,29.977957
363.3216,30.3181,29.982147
363.474,30.3223,29.986236
363.6264,30.3266,29.990426
363.7788,30.3305,29.994216
363.9312,30.3335,29.997105
364.0836,30.3369,30.000395
364.236,30.3403,30.003685
364.3884,30.3437,30.006974
364.5408,30.3469,30.010064
364.6932,30.3499,30.012954
364.8456,30.3535,30.016444
364.998,30.3576,30.020434
365.1504,30.3617,30.024424
365.3028,30.3654,30.028014
365.4552,30.3695,30.032004
365.6076,30.3741,30.036494
365.76,30.378,30.040284
365.9124,30.382,30.044174
366.0648,30.3861,30.048164
366.2172,30.3898,30.051754
366.3696,30.3937,30.055545
366.522,30.3975,30.059235
366.6744,30.4012,30.062825
366.8268,30.4038,30.065315
366.9792,30.4064,30.067806
367.1316,30.4108,30.072096
367.284,30.4154,30.076587
367.4364,30.4202,30.081277
367.5888,30.4239,30.084868
367.7412,30.4274,30.088258
367.8936,30.4309,30.091649
368.046,30.4345,30.095139
368.1984,30.4391,30.09963
368.3508,30.4439,30.104321
368.5032,30.4493,30.109611
368.6556,30.4536,30.113802
368.808,30.4577,30.117793
368.9604,30.4608,30.120784
369.1128,30.4646,30.124475
369.2652,30.4686,30.128366
369.4176,30.4716,30.131257
369.57,30.4743,30.133847
369.7224,30.4767,30.136138
369.8748,30.4801,30.13943
370.0272,30.4836,30.142821
370.1796,30.4868,30.145912
370.332,30.4899,30.148903
370.4844,30.4933,30.152194
370.6368,30.4967,30.155485
370.7892,30.5012,30.159877
370.9416,30.5058,30.164368
371.094,30.5103,30.168759
371.2464,30.515,30.173351
371.3988,30.5191,30.177342
371.5512,30.5241,30.182233
371.7036,30.5287,30.186725
371.856,30.533,30.190916
372.0084,30.5357,30.193508
372.1608,30.5388,30.1965
372.3132,30.5421,30.199691
372.4656,30.546,30.203483
372.618,30.5493,30.206675
372.7704,30.5533,30.210566
372.9228,30.5563,30.213458
373.0752,30.5597,30.21675
373.2276,30.5626,30.219542
373.38,30.5654,30.222234
373.5324,30.5681,30.224825
373.6848,30.5715,30.228117
373.8372,30.5751,30.231609
373.9896,30.5794,30.235801
374.142,30.5836,30.239893
374.2944,30.5878,30.243986
374.4468,30.5913,30.247378
374.5992,30.5941,30.25007
374.7516,30.5973,30.253162
374.904,30.6005,30.256254
375.0564,30.6048,30.260447
375.2088,30.6085,30.264039
375.3612,30.6125,30.267931
375.5136,30.6161,30.271424
375.666,30.6202,30.275416
375.8184,30.6238,30.278908
375.9708,30.6276,30.282601
376.1232,30.6311,30.285994
376.2756,30.6344,30.289186
376.428,30.6374,30.292079
376.5804,30.6404,30.294971
376.7328,30.6445,30.298964
376.8852,30.6483,30.302657
377.0376,30.6523,30.306549
377.19,30.6568,30.310942
377.3424,30.6619,30.315935
377.4948,30.6669,30.320828
377.6472,30.6711,30.324921
377.7996,30.6746,30.328314
377.952,30.6787,30.332307
378.1044,30.6833,30.3368
378.2568,30.6879,30.341293
378.4092,30.6923,30.345586
378.5616,30.6972,30.350379
378.714,30.7023,30.355372
378.8664,30.7064,30.359365
379.0188,30.7098,30.362658
379.1712,30.7135,30.366252
379.3236,30.717,30.369645
379.476,30.7204,30.372938
379.6284,30.724,30.376432
379.7808,30.7279,30.380225
379.9332,30.732,30.384218
380.0856,30.7354,30.387512
380.238,30.7391,30.391105
380.3904,30.7426,30.394499
380.5428,30.7476,30.399393
380.6952,30.7525,30.404186
380.8476,30.7564,30.40798
381,30.7603,30.411774
381.1524,30.7649,30.416267
381.3048,30.7699,30.421161
381.4572,30.7743,30.425455
381.6096,30.7788,30.429849
381.762,30.7834,30.434343
381.9144,30.7883,30.439136
382.0668,30.7927,30.44343
382.2192,30.7975,30.448124
382.3716,30.8018,30.452318
382.524,30.807,30.457413
382.6764,30.8117,30.462007
382.8288,30.817,30.467201
382.9812,30.8219,30.471995
383.1336,30.8266,30.476589
383.286,30.831,30.480883
383.4384,30.8357,30.485478
383.5908,30.8411,30.490772
383.7432,30.8469,30.496466
383.8956,30.8538,30.503261
384.048,30.8608,30.510155
384.2004,30.8669,30.51615
384.3528,30.8718,30.520944
384.5052,30.8775,30.526539
384.6576,30.883,30.531933
384.81,30.8899,30.538728
384.9624,30.8964,30.545122
385.1148,30.9027,30.551317
385.2672,30.9074,30.555912
385.4196,30.9122,30.560607
385.572,30.9165,30.564801
385.7244,30.9221,30.570296
385.8768,30.9276,30.575691
386.0292,30.9341,30.582086
386.1816,30.9395,30.587381
386.334,30.9449,30.592676
386.4864,30.9487,30.596371
386.6388,30.9532,30.600766
386.7912,30.9573,30.604761
386.9436,30.9623,30.609656
387.096,30.9663,30.613551
387.2484,30.9707,30.617847
387.4008,30.9754,30.622442
387.5532,30.9813,30.628237
387.7056,30.9886,30.635432
387.858,30.9952,30.641928
388.0104,31.0017,30.648323
388.1628,31.0085,30.655019
388.3152,31.0156,30.662014
388.4676,31.023,30.669309
388.62,31.0287,30.674905
388.7724,31.0353,30.681401
388.9248,31.0425,30.688496
389.0772,31.0506,30.696492
389.2296,31.0573,30.703087
389.382,31.0643,30.709983
389.5344,31.0709,30.716479
389.6868,31.0768,30.722275
389.8392,31.0827,30.728071
389.9916,31.0892,30.734466
390.144,31.0978,30.742962
390.2964,31.107,30.752058
390.4488,31.1155,30.760454
390.6012,31.123,30.76785
390.7536,31.1298,30.774546
390.906,31.1363,30.780942
391.0584,31.1427,30.787239
391.2108,31.1495,30.793935
391.3632,31.1568,30.801131
391.5156,31.1647,30.808927
391.668,31.1714,30.815523
391.8204,31.1766,30.82062
391.9728,31.1816,30.825516
392.1252,31.187,30.830812
392.2776,31.193,30.836709
392.43,31.1999,30.843505
392.5824,31.207,30.850502
392.7348,31.2142,30.857598
392.8872,31.2213,30.864595
393.0396,31.2275,30.870691
393.192,31.2332,30.876288
393.3444,31.2392,30.882185
393.4968,31.2447,30.887582
393.6492,31.2493,30.892078
393.8016,31.2536,30.896275
393.954,31.2579,30.900472
394.1064,31.2636,30.906069
394.2588,31.2698,30.912166
394.4112,31.2754,30.917663
394.5636,31.281,30.92316
394.716,31.2866,30.928657
394.8684,31.2926,30.934554
395.0208,31.2986,30.940451
395.1732,31.304,30.945748
395.3256,31.3104,30.952045
395.478,31.3171,30.958642
395.6304,31.3233,30.964739
395.7828,31.3283,30.969637
395.9352,31.3332,30.974434
396.0876,31.3382,30.979331
396.24,31.343,30.984029
396.3924,31.3476,30.988526
396.5448,31.3536,30.994424
396.6972,31.3609,31.001621
396.8496,31.3682,31.008819
397.002,31.374,31.014516
397.1544,31.3805,31.020914
397.3068,31.3872,31.027512
397.4592,31.3937,31.033909
397.6116,31.3992,31.039307
397.764,31.4046,31.044605
397.9164,31.41,31.049903
398.0688,31.4167,31.0565
398.2212,31.424,31.063698
398.3736,31.43,31.069596
398.526,31.4359,31.075394
398.6784,31.4409,31.080292
398.8308,31.4468,31.08609
398.9832,31.4528,31.091988
399.1356,31.4582,31.097286
399.288,31.4639,31.102884
399.4404,31.4696,31.108483
399.5928,31.474,31.112781
399.7452,31.478,31.116679
399.8976,31.4827,31.121277
400.05,31.4883,31.126776
400.2024,31.4938,31.132174
400.3548,31.4982,31.136472
400.5072,31.5038,31.141971
400.6596,31.5095,31.147569
400.812,31.5147,31.152668
400.9644,31.5189,31.156766
401.1168,31.524,31.161765
401.2692,31.5301,31.167764
401.4216,31.5367,31.174262
401.574,31.5432,31.180661
401.7264,31.5485,31.18586
401.8788,31.5534,31.190659
402.0312,31.5585,31.195657
402.1836,31.5646,31.201656
402.336,31.5722,31.209155
402.4884,31.5785,31.215354
402.6408,31.5832,31.219953
402.7932,31.5874,31.224052
402.9456,31.5914,31.227951
403.098,31.5959,31.23235
403.2504,31.6012,31.237549
403.4028,31.6064,31.242648
403.5552,31.6119,31.248048
403.7076,31.6161,31.252147
403.86,31.6207,31.256646
404.0124,31.625,31.260845
404.1648,31.6303,31.266045
404.3172,31.6359,31.271544
404.4696,31.6419,31.277444
404.622,31.6479,31.283343
404.7744,31.6547,31.290042
404.9268,31.6605,31.295742
405.0792,31.6674,31.302542
405.2316,31.6736,31.308641
405.384,31.6802,31.315141
405.5364,31.6857,31.320541
405.6888,31.6903,31.32504
405.8412,31.6947,31.32934
405.9936,31.6978,31.33234
406.146,31.7031,31.33754
406.2984,31.7083,31.34264
406.4508,31.7142,31.348439
406.6032,31.7188,31.352939
406.7556,31.7238,31.357839
406.908,31.7279,31.361839
407.0604,31.7325,31.366339
407.2128,31.7366,31.37034
407.3652,31.7422,31.37584
407.5176,31.7483,31.38184
407.67,31.7535,31.38694
407.8224,31.7583,31.39164
407.9748,31.7627,31.395941
408.1272,31.7688,31.401941
408.2796,31.7748,31.407841
408.432,31.7791,31.412042
408.5844,31.7845,31.417342
408.7368,31.79,31.422743
408.8892,31.7959,31.428543
409.0416,31.8014,31.433944
409.194,31.8063,31.438744
409.3464,31.8106,31.442945
409.4988,31.8146,31.446846
409.6512,31.8184,31.450546
409.8036,31.823,31.455047
409.956,31.8269,31.458848
410.1084,31.8308,31.462649
410.2608,31.8344,31.46615
410.4132,31.839,31.47065
410.5656,31.8444,31.475951
410.718,31.8502,31.481652
410.8704,31.8554,31.486753
411.0228,31.8607,31.491954
411.1752,31.8652,31.496355
411.3276,31.87,31.501057
411.48,31.8747,31.505658
411.6324,31.8793,31.510159
411.7848,31.884,31.51476
411.9372,31.888,31.518662
412.0896,31.8924,31.522963
412.242,31.8973,31.527764
412.3944,31.9026,31.532966
412.5468,31.9068,31.537067
412.6992,31.9095,31.539668
412.8516,31.912,31.54207
413.004,31.9156,31.545572
413.1564,31.9203,31.550173
413.3088,31.9248,31.554575
413.4612,31.9288,31.558476
413.6136,31.933,31.562578
413.766,31.9375,31.56698
413.9184,31.9418,31.571182
414.0708,31.9452,31.574483
414.2232,31.9494,31.578585
414.3756,31.9541,31.583187
414.528,31.9597,31.588689
414.6804,31.9642,31.593091
414.8328,31.9678,31.596593
414.9852,31.9709,31.599595
415.1376,31.9738,31.602397
415.29,31.978,31.606499
415.4424,31.982,31.610401
415.5948,31.9866,31.614904
415.7472,31.9911,31.619306
415.8996,31.9963,31.624408
416.052,32.0007,31.628711
416.2044,32.0052,31.633113
416.3568,32.0098,31.637615
416.5092,32.0147,31.642418
416.6616,32.0196,31.64722
416.814,32.0246,31.652123
416.9664,32.0296,31.657025
417.1188,32.0355,31.662828
417.2712,32.041,31.66823
417.4236,32.0468,31.673933
417.576,32.0516,31.678636
417.7284,32.0575,31.684438
417.8808,32.0631,31.689941
418.0332,32.0696,31.696344
418.1856,32.0754,31.702047
418.338,32.0818,31.70835
418.4904,32.0885,31.714953
418.6428,32.0955,31.721856
418.7952,32.1009,31.727159
418.9476,32.1055,31.731662
419.1,32.11,31.736065
419.2524,32.1159,31.741868
419.4048,32.1223,31.748171
419.5572,32.1277,31.753474
419.7096,32.1329,31.758578
419.862,32.1382,31.763781
420.0144,32.1441,31.769584
420.1668,32.15,31.775387
420.3192,32.1562,31.781491
420.4716,32.1625,31.787694
420.624,32.168,31.793098
420.7764,32.1737,31.798701
420.9288,32.1784,31.803305
421.0812,32.1835,31.808308
421.2336,32.1891,31.813812
421.386,32.1949,31.819516
421.5384,32.201,31.825519
421.6908,32.2072,31.831623
421.8432,32.2131,31.837427
421.9956,32.2186,31.842831
422.148,32.2243,31.848435
422.3004,32.2304,31.854438
422.4528,32.2364,31.860342
422.6052,32.2428,31.866646
422.7576,32.2492,31.87295
422.91,32.2553,31.878954
423.0624,32.2614,31.884958
423.2148,32.2675,31.890963
423.3672,32.2738,31.897167
423.5196,32.28,31.903271
423.672,32.2863,31.909475
423.8244,32.2919,31.914979
423.9768,32.2971,31.920084
424.1292,32.3027,31.925588
424.2816,32.3085,31.931293
424.434,32.3139,31.936597
424.5864,32.318,31.940601
424.7388,32.3222,31.944706
424.8912,32.3266,31.94901
425.0436,32.3318,31.954115
425.196,32.3374,31.95962
425.3484,32.3431,31.965224
425.5008,32.349,31.971029
425.6532,32.3546,31.976534
425.8056,32.3607,31.982539
425.958,32.3665,31.988243
426.1104,32.3723,31.993948
426.2628,32.3774,31.998953
426.4152,32.3823,32.003758
426.5676,32.3871,32.008463
426.72,32.3915,32.012768
426.8724,32.3956,32.016773
427.0248,32.4001,32.021178
427.1772,32.4049,32.025883
427.3296,32.4102,32.031089
427.482,32.4147,32.035494
427.6344,32.4178,32.038499
427.7868,32.4214,32.042004
427.9392,32.425,32.04551
428.0916,32.4292,32.049615
428.244,32.4322,32.05252
428.3964,32.4357,32.055926
428.5488,32.4399,32.060031
428.7012,32.4448,32.064837
428.8536,32.4494,32.069342
429.006,32.4531,32.072948
429.1584,32.4573,32.077054
429.3108,32.4615,32.081159
429.4632,32.4666,32.086165
429.6156,32.4709,32.090371
429.768,32.4753,32.094676
429.9204,32.4802,32.099482
430.0728,32.4849,32.104088
430.2252,32.4895,32.108594
430.3776,32.4927,32.1117
430.53,32.4958,32.114706
430.6824,32.4995,32.118312
430.8348,32.5027,32.121418
430.9872,32.5068,32.125424
431.1396,32.5106,32.12913
431.292,32.515,32.133437
431.4444,32.5184,32.136743
431.5968,32.5221,32.140349
431.7492,32.5255,32.143655
431.9016,32.5297,32.147762
432.054,32.533,32.150968
432.2064,32.5371,32.154974
432.3588,32.5417,32.159481
432.5112,32.547,32.164687
432.6636,32.5518,32.169394
432.816,32.5562,32.173701
432.9684,32.5607,32.178107
433.1208,32.5647,32.182014
433.2732,32.5679,32.18512
433.4256,32.5707,32.187827
433.578,32.5744,32.191434
433.7304,32.5788,32.195741
433.8828,32.5821,32.198948
434.0352,32.5855,32.202254
434.1876,32.5889,32.205561
434.34,32.5932,32.209768
434.4924,32.5975,32.213975
434.6448,32.6012,32.217582
434.7972,32.605,32.221289
434.9496,32.6077,32.223897
435.102,32.6115,32.227604
435.2544,32.6155,32.231511
435.4068,32.6188,32.234718
435.5592,32.6225,32.238325
435.7116,32.6265,32.242233
435.864,32.6309,32.24654
436.0164,32.6343,32.249848
436.1688,32.6388,32.254255
436.3212,32.6431,32.258462
436.4736,32.6478,32.26307
436.626,32.6518,32.266978
436.7784,32.6566,32.271685
436.9308,32.662,32.276993
437.0832,32.6667,32.2816
437.2356,32.6705,32.285308
437.388,32.6736,32.288316
437.5404,32.6769,32.291524
437.6928,32.6808,32.295331
437.8452,32.6834,32.297839
437.9976,32.6864,32.300747
438.15,32.6896,32.303855
438.3024,32.6938,32.307963
438.4548,32.6973,32.311371
438.6072,32.7013,32.315279
438.7596,32.7062,32.320087
438.912,32.7109,32.324695
439.0644,32.7148,32.328504
439.2168,32.7188,32.332412
439.3692,32.7238,32.33732
439.5216,32.7285,32.341928
439.674,32.7321,32.345437
439.8264,32.7361,32.349345
439.9788,32.7406,32.353754
440.1312,32.7453,32.358362
440.2836,32.7488,32.361771
440.436,32.7519,32.364779
440.5884,32.7546,32.367388
440.7408,32.7581,32.370796
440.8932,32.7621,32.374705
441.0456,32.7662,32.378714
441.198,32.7697,32.382122
441.3504,32.7736,32.385931
441.5028,32.7784,32.39064
441.6552,32.7829,32.395049
441.8076,32.7866,32.398658
441.96,32.7904,32.402367
442.1124,32.7943,32.406176
442.2648,32.7989,32.410685
442.4172,32.8031,32.414794
442.5696,32.8072,32.418803
442.722,32.8111,32.422612
442.8744,32.815,32.426421
443.0268,32.8201,32.43143
443.1792,32.8246,32.435839
443.3316,32.8296,32.440749
443.484,32.8339,32.444958
443.6364,32.8384,32.449367
443.7888,32.8431,32.453977
443.9412,32.8475,32.458286
444.0936,32.8522,32.462896
444.246,32.8561,32.466705
444.3984,32.8611,32.471615
444.5508,32.8655,32.475924
444.7032,32.8697,32.480034
444.8556,32.8729,32.483144
445.008,32.8771,32.487253
445.1604,32.881,32.491063
445.3128,32.8839,32.493873
445.4652,32.8871,32.496983
445.6176,32.8906,32.500393
445.77,32.8947,32.504403
445.9224,32.8994,32.509013
446.0748,32.9042,32.513723
446.2272,32.9087,32.518133
446.3796,32.9125,32.521843
446.532,32.9167,32.525953
446.6844,32.9217,32.530863
446.8368,32.9263,32.535373
446.9892,32.9309,32.539883
447.1416,32.9356,32.544494
447.294,32.9401,32.548904
447.4464,32.9439,32.552614
447.5988,32.9483,32.556925
447.7512,32.9535,32.562035
447.9036,32.9573,32.565746
448.056,32.9609,32.569256
448.2084,32.9646,32.572867
448.3608,32.9699,32.578077
448.5132,32.9745,32.582588
448.6656,32.9785,32.586499
448.818,32.9828,32.590709
448.9704,32.9883,32.59612
449.1228,32.9939,32.601631
449.2752,32.9993,32.606942
449.4276,33.0037,32.611252
449.58,33.0083,32.615763
449.7324,33.0126,32.619974
449.8848,33.0171,32.624385
450.0372,33.0217,32.628896
450.1896,33.0263,32.633407
450.342,33.0318,32.638818
450.4944,33.0365,32.64343
450.6468,33.04,32.646841
450.7992,33.0435,32.650252
450.9516,33.0473,32.653963
451.104,33.0532,32.659775
451.2564,33.0588,32.665286
451.4088,33.0645,32.670897
451.5612,33.0692,32.675509
451.7136,33.074,32.68022
451.866,33.0787,32.684832
452.0184,33.0838,32.689843
452.1708,33.0886,32.694555
452.3232,33.0939,32.699766
452.4756,33.0992,32.704978
452.628,33.1043,32.70999
452.7804,33.1091,32.714702
452.9328,33.1132,32.718713
453.0852,33.1177,32.723125
453.2376,33.1213,32.726637
453.39,33.1255,32.730749
453.5424,33.13,32.735161
453.6948,33.1356,32.740673
453.8472,33.1405,32.745485
453.9996,33.1451,32.749997
454.152,33.1488,32.753609
454.3044,33.153,32.757721
454.4568,33.1574,32.762033
454.6092,33.1621,32.766646
454.7616,33.1668,32.771258
454.914,33.1717,32.77607
455.0664,33.176,32.780283
455.2188,33.1805,32.784695
455.3712,33.1847,32.788807
455.5236,33.1907,32.79472
455.676,33.1965,32.800432
455.8284,33.2022,32.806045
455.9808,33.2076,32.811357
456.1332,33.2135,32.81717
456.2856,33.2192,32.822783
456.438,33.2241,32.827595
456.5904,33.2295,32.832908
456.7428,33.2347,32.838021
456.8952,33.2403,32.843534
457.0476,33.2448,32.847947
457.2,33.2497,32.85276
457.3524,33.2554,32.858372
457.5048,33.2613,32.864185
457.6572,33.2665,32.869298
457.8096,33.2706,32.873312
457.962,33.2745,32.877125
458.1144,33.2796,32.882138
458.2668,33.2851,32.887551
458.4192,33.2916,32.893964
458.5716,33.2973,32.899577
458.724,33.3038,32.905991
458.8764,33.3106,32.912704
459.0288,33.3173,32.919317
459.1812,33.324,32.925931
459.3336,33.3309,32.932744
459.486,33.3377,32.939458
459.6384,33.3437,32.945371
459.7908,33.3489,32.950485
459.9432,33.3543,32.955799
460.0956,33.3602,32.961612
460.248,33.3665,32.967826
460.4004,33.3723,32.97354
460.5528,33.3773,32.978453
460.7052,33.3829,32.983967
460.8576,33.3889,32.989881
461.01,33.3955,32.996395
461.1624,33.4021,33.002909
461.3148,33.4091,33.009823
461.4672,33.4155,33.016137
461.6196,33.4205,33.021051
461.772,33.4262,33.026665
461.9244,33.4313,33.031679
462.0768,33.4364,33.036693
462.2292,33.4418,33.042008
462.3816,33.4483,33.048422
462.534,33.4547,33.054736
462.6864,33.4617,33.061651
462.8388,33.4685,33.068365
462.9912,33.4742,33.073979
463.1436,33.4799,33.079594
463.296,33.4865,33.086108
463.4484,33.4923,33.091823
463.6008,33.499,33.098438
463.7532,33.5057,33.105052
463.9056,33.5121,33.111367
464.058,33.5191,33.118282
464.2104,33.5271,33.126196
464.3628,33.5342,33.133211
464.5152,33.5405,33.139426
464.6676,33.5473,33.146141
464.82,33.5544,33.153156
464.9724,33.5622,33.160871
465.1248,33.5684,33.166986
465.2772,33.5742,33.172701
465.4296,33.5805,33.178916
465.582,33.5877,33.186031
465.7344,33.5944,33.192646
465.8868,33.6015,33.199661
466.0392,33.6077,33.205776
466.1916,33.6144,33.212392
466.344,33.6202,33.218107
466.4964,33.6267,33.224522
466.6488,33.6323,33.230038
466.8012,33.6376,33.235253
466.9536,33.6425,33.240069
467.106,33.6468,33.244284
467.2584,33.652,33.2494
467.4108,33.6568,33.254115
467.5632,33.6618,33.259031
467.7156,33.6675,33.264647
467.868,33.6728,33.269862
468.0204,33.6787,33.275678
468.1728,33.6843,33.281194
468.3252,33.691,33.28781
468.4776,33.6974,33.294126
468.63,33.7025,33.299141
468.7824,33.7072,33.303757
468.9348,33.7123,33.308773
469.0872,33.7182,33.314589
469.2396,33.7244,33.320706
469.392,33.73,33.326222
469.5444,33.7358,33.331938
469.6968,33.743,33.339054
469.8492,33.7513,33.34727
470.0016,33.7583,33.354187
470.154,33.7644,33.360203
470.3064,33.7699,33.365619
470.4588,33.7756,33.371236
470.6112,33.7809,33.376452
470.7636,33.7865,33.381969
470.916,33.7924,33.387785
471.0684,33.7983,33.393602
471.2208,33.804,33.399218
471.3732,33.8103,33.405435
471.5256,33.8169,33.411952
471.678,33.823,33.417968
471.8304,33.8282,33.423085
471.9828,33.8337,33.428502
472.1352,33.8386,33.433319
472.2876,33.8448,33.439436
472.44,33.8505,33.445053
472.5924,33.8572,33.451669
472.7448,33.8632,33.457586
472.8972,33.8688,33.463104
473.0496,33.8735,33.467721
473.202,33.8765,33.470638
473.3544,33.8779,33.471955
473.5068,33.8764,33.470372
473.6592,33.8738,33.467689
473.8116,33.871,33.464807
473.964,33.8693,33.463024
474.1164,33.8705,33.464141
474.2688,33.8741,33.467659
474.4212,33.8796,33.473076
474.5736,33.885,33.478394
474.726,33.8897,33.483011
474.8784,33.8935,33.486729
475.0308,33.8962,33.489346
475.1832,33.8984,33.491464
475.3356,33.8996,33.492582
475.488,33.9,33.4929
475.6404,33.8995,33.492317
475.7928,33.8991,33.491835
475.9452,33.8987,33.491353
476.0976,33.9002,33.492771
476.25,33.9034,33.495889
476.4024,33.9082,33.500607
476.5548,33.9148,33.507125
476.7072,33.9232,33.515443
476.8596,33.9342,33.526361
477.012,33.945,33.537079
477.1644,33.9559,33.547897
477.3168,33.9661,33.558016
477.4692,33.9765,33.568334
477.6216,33.9868,33.578552
477.774,33.9963,33.58797
477.9264,34.0058,33.597389
478.0788,34.0159,33.607407
478.2312,34.0255,33.616926
478.3836,34.0332,33.624544
478.536,34.0404,33.631663
478.6884,34.0471,33.638281
478.8408,34.0529,33.644
478.9932,34.0584,33.649419
479.1456,34.064,33.654937
479.298,34.07,33.660856
479.4504,34.0757,33.666475
479.6028,34.0816,33.672294
479.7552,34.0873,33.677913
479.9076,34.0924,33.682932
480.06,34.0982,33.688651
480.2124,34.1037,33.69407
480.3648,34.1097,33.699989
480.5172,34.1146,33.704808
480.6696,34.1206,33.710727
480.822,34.1262,33.716246
480.9744,34.1315,33.721465
481.1268,34.1362,33.726084
481.2792,34.141,33.730804
481.4316,34.1467,33.736423
481.584,34.1514,33.741042
481.7364,34.1575,33.747062
481.8888,34.1637,33.753181
482.0412,34.1703,33.759701
482.1936,34.1753,33.76462
482.346,34.1803,33.76954
482.4984,34.185,33.774159
482.6508,34.1895,33.778579
482.8032,34.1937,33.782699
482.9556,34.1974,33.786319
483.108,34.2014,33.790238
483.2604,34.2056,33.794358
483.4128,34.2106,33.799278
483.5652,34.2165,33.805098
483.7176,34.2222,33.810718
483.87,34.2279,33.816338
484.0224,34.2326,33.820958
484.1748,34.2372,33.825478
484.3272,34.2415,33.829698
484.4796,34.246,33.834118
484.632,34.2513,33.839338
484.7844,34.2566,33.844558
484.9368,34.262,33.849879
485.0892,34.2674,33.855199
485.2416,34.2734,33.861119
485.394,34.2777,33.86534
485.5464,34.2819,33.86946
485.6988,34.2848,33.872281
485.8512,34.2897,33.877101
486.0036,34.2945,33.881822
486.156,34.3009,33.888142
486.3084,34.3072,33.894363
486.4608,34.3138,33.900884
486.6132,34.32,33.907004
486.7656,34.3258,33.912725
486.918,34.3319,33.918746
487.0704,34.3372,33.923967
487.2228,34.3428,33.929488
487.3752,34.3484,33.935008
487.5276,34.3545,33.941029
487.68,34.3595,33.94595
487.8324,34.3645,33.950871
487.9848,34.3693,33.955593
488.1372,34.3743,33.960514
488.2896,34.3792,33.965335
488.442,34.3847,33.970756
488.5944,34.3901,33.976077
488.7468,34.3957,33.981599
488.8992,34.4006,33.98642
489.0516,34.4051,33.990841
489.204,34.4101,33.995763
489.3564,34.415,34.000584
489.5088,34.4205,34.006006
489.6612,34.425,34.010427
489.8136,34.4306,34.015949
489.966,34.4362,34.02147
490.1184,34.4427,34.027892
490.2708,34.4488,34.033914
490.4232,34.4542,34.039235
490.5756,34.4589,34.043857
490.728,34.4634,34.048279
490.8804,34.4686,34.053401
491.0328,34.4737,34.058423
491.1852,34.478,34.062645
491.3376,34.4819,34.066467
491.49,34.4861,34.070589
491.6424,34.491,34.075411
491.7948,34.4965,34.080833
491.9472,34.5017,34.085955
492.0996,34.5089,34.093077
492.252,34.516,34.100099
492.4044,34.5229,34.106922
492.5568,34.5286,34.112544
492.7092,34.5344,34.118266
492.8616,34.5412,34.124989
493.014,34.5476,34.131311
493.1664,34.5539,34.137534
493.3188,34.5601,34.143656
493.4712,34.5663,34.149779
493.6236,34.5715,34.154901
493.776,34.5771,34.160424
493.9284,34.5826,34.165847
494.0808,34.5887,34.171869
494.2332,34.5934,34.176492
494.3856,34.5982,34.181215
494.538,34.6029,34.185838
494.6904,34.6066,34.189461
494.8428,34.6101,34.192884
494.9952,34.6144,34.197107
495.1476,34.6198,34.20243
495.3,34.625,34.207553
495.4524,34.6298,34.212276
495.6048,34.6358,34.218199
495.7572,34.6416,34.223922
495.9096,34.6482,34.230445
496.062,34.654,34.236168
496.2144,34.6612,34.243292
496.3668,34.668,34.250015
496.5192,34.6729,34.254838
496.6716,34.6782,34.260062
496.824,34.6828,34.264585
496.9764,34.6876,34.269309
497.1288,34.692,34.273632
497.2812,34.6968,34.278356
497.4336,34.7029,34.28438
497.586,34.7088,34.290203
497.7384,34.7152,34.296527
497.8908,34.7193,34.300551
498.0432,34.7235,34.304675
498.1956,34.7281,34.309198
498.348,34.7332,34.314222
498.5004,34.7389,34.319846
498.6528,34.7443,34.32517
498.8052,34.7495,34.330294
498.9576,34.7556,34.336318
499.11,34.7622,34.342842
499.2624,34.7685,34.349066
499.4148,34.7745,34.35499
499.5672,34.7804,34.360815
499.7196,34.7852,34.365539
499.872,34.7897,34.369963
500.0244,34.7942,34.374388
500.1768,34.8001,34.380212
500.3292,34.8058,34.385836
500.4816,34.8112,34.391161
500.634,34.8147,34.394585
500.7864,34.8185,34.39831
500.9388,34.8223,34.402034
501.0912,34.8268,34.406459
501.2436,34.8306,34.410184
501.396,34.834,34.413508
501.5484,34.8375,34.416933
501.7008,34.8412,34.420558
501.8532,34.8445,34.423783
502.0056,34.8477,34.426908
502.158,34.8504,34.429532
502.3104,34.8539,34.432957
502.4628,34.8572,34.436182
502.6152,34.8604,34.439307
502.7676,34.8635,34.442332
502.92,34.8684,34.447158
503.0724,34.8731,34.451783
503.2248,34.8778,34.456408
503.3772,34.882,34.460533
503.5296,34.8877,34.466158
503.682,34.8937,34.472084
503.8344,34.8998,34.478109
503.9868,34.9052,34.483434
504.1392,34.9095,34.48766
504.2916,34.9136,34.491685
504.444,34.9189,34.496911
504.5964,34.9246,34.502536
504.7488,34.9317,34.509562
504.9012,34.9381,34.515888
505.0536,34.9447,34.522413
505.206,34.9506,34.528239
505.3584,34.9567,34.534265
505.5108,34.9629,34.540391
505.6632,34.9697,34.547117
