# depth (m),temp,temp_corrected
25,18.05,18.024257
50,18.738,18.686593
60,18.856,18.794367
70,18.932,18.860172
80,19.011,18.929011
90,18.998,18.905891
100,19.01,18.907816
110,19.046,18.933791
120,19.074,18.951821
130,19.118,18.98591
140,19.206,19.064064
150,19.245,19.093286
160,19.269,19.107582
170,19.353,19.181957
180,19.436,19.255414
190,19.527,19.336959
200,19.697,19.497595
205,19.806,19.601948
