# depth (m),temp,temp_corrected
200,48,47.800595
300,48.8,48.512894
400,49.7,49.338509
500,51.3,50.8802
600,52.2,51.739532
700,53.3,52.816844
800,55.5,55.011328
900,56.3,55.821216
1000,60,59.544028
