# depth (m),temp,temp_corrected
10,20.17,20.159698
25,19.02,18.994257
50,17.88,17.828593
60,17.46,17.398367
70,14.38,14.308172
80,14.42,14.338011
90,14.49,14.397891
100,14.63,14.527816
110,14.85,14.737791
120,15.07,14.947821
130,15.17,15.03791
140,15.39,15.248064
150,15.58,15.428286
160,15.78,15.618582
170,15.92,15.748957
170.3,15.94,15.76867
