# depth (m),temp,temp_corrected
10,17.476,17.465698
25,16.906,16.880257
50,16.773,16.721593
60,15.984,15.922367
70,16.131,16.059172
80,16.302,16.220011
90,16.457,16.364891
100,16.545,16.442816
110,16.67,16.557791
120,16.802,16.679821
130,16.96,16.82791
140,17.082,16.940064
150,17.21,17.058286
151.5,17.222,17.068826
