# depth (m),temp,temp_corrected
700,33.333,32.850177
750,35,34.51203
800,39.167,38.677995
1023.5,48.889,48.439844
1035.1,48.889,48.443455
1035.1,50,49.554566
1035,50.556,50.11009
1030,51.111,50.664074
