# depth (m),temp,temp_corrected
10,17.39,17.379698
25,14.86,14.834257
50,14.68,14.628593
60,14.76,14.698367
70,14.83,14.758172
80,14.93,14.848011
90,15.05,14.957891
100,15.29,15.187816
110,15.69,15.577791
120,16.07,15.947821
130,16.38,16.24791
140,16.8,16.658064
150,17.1,16.948286
160,17.29,17.128582
162.85,17.31,17.145831
