# depth (m),temp,temp_corrected
10,12.887,12.876698
25,15.212,15.186257
50,15.213,15.161593
60,15.232,15.170367
70,15.257,15.185172
80,15.301,15.219011
90,15.421,15.328891
100,15.724,15.621816
110,16.45,16.337791
120,17.036,16.913821
120.87,17.059,16.935956
