# depth (m),temp,temp_corrected
25,19.444,19.418701
50,19.444,19.393037
75,19.444,19.367531
100,29.444,29.34226
127,36.111,35.981988
333.8,25.556,25.241657
333.8,25.556,25.241657
333.8,36.667,36.352768
333.8,37.778,37.463879
333.8,43.333,43.019434
318.5,28,27.698032
