# depth (m),temp,temp_corrected
2.1,19.72,19.717836
100,22.35,22.247816
200,23.78,23.580595
300,25.08,24.792894
400,26.93,26.568509
500,28.64,28.2202
600,30.3,29.839532
696.8,33.81,33.327297
