# depth (m),temp,temp_corrected
50,25.7,25.648593
70,26.8,26.728172
80,28,27.918011
91,28.5,28.406881
100,29.2,29.097816
200,34,33.800595
300,38,37.712894
400,39.5,39.138509
410,42,41.631919
