# depth (m),temp,temp_corrected
270,30.6,30.337961
300,31.4,31.112894
320,32,31.696847
340,32.4,32.081362
360,33.4,33.066463
380,33.6,33.252172
400,34.3,33.938509
420,34.9,34.525493
440,35.5,35.113141
460,36.7,36.301466
480,37.6,37.190482
500,38.3,37.8802
520,39,38.570626
530,39.2,38.766108
