# depth (m),temp,temp_corrected
10,18.815,18.804698
25,19.169,19.143257
50,19.267,19.215593
60,19.309,19.247367
70,19.326,19.254172
80,19.361,19.279011
90,19.404,19.311891
100,19.462,19.359816
110,19.532,19.419791
120,19.619,19.496821
130,19.714,19.58191
140,19.813,19.671064
150,19.933,19.781286
160,20.03,19.868582
170,20.143,19.971957
180,20.272,20.091414
190,20.411,20.220959
200,20.544,20.344595
210,20.726,20.517327
217.65,20.911,20.695304
