Easting,Northing,RL
1000768.633,6007332.428,-7897.528143
1005284.52,6007073.638,-7900.763968
1009800.526,6006812.505,-7903.464921
1014316.652,6006549.028,-7907.769627
1018832.9,6006283.208,-7914.073061
1023349.271,6006015.043,-7919.068152
1027865.765,6005744.532,-7926.010802
1032382.384,6005471.675,-7930.587787
1036899.129,6005196.472,-7934.333349
1041416,6004918.922,-7936.245664
1045933,6004639.024,-7935.841007
1050450.128,6004356.777,-7942.824
1054967.386,6004072.182,-7942.073249
1059484.775,6003785.236,-7944.758494
1064002.296,6003495.941,-7931.366024
1068519.95,6003204.294,-7930.721979
1073037.738,6002910.295,-7935.284611
1077555.661,6002613.945,-7932.562811
1082073.72,6002315.241,-7932.092625
1086591.917,6002014.184,-7930.185676
1091110.252,6001710.772,-7947.192224
1095628.726,6001405.005,-7942.824961
1100147.34,6001096.882,-7934.334563
1104666.095,6000786.403,-7890.782556
1109184.993,6000473.567,-7921.522291
1113704.034,6000158.373,-7912.168741
1118223.22,5999840.82,-7950.857113
1122742.551,5999520.908,-7951.831346
1127262.029,5999198.636,-7952.906191
1131781.654,5998874.004,-7980.282401
454879.185,6027027.471,-603.9015763
459391.297,6027049.406,-564.0985651
463903.4,6027069.032,-514.0261874
468415.494,6027086.348,-460.8362951
472927.58,6027101.356,-407.6662739
477439.66,6027114.055,-357.9952577
481951.735,6027124.445,-306.8797739
486463.805,6027132.526,-259.1814612
490975.872,6027138.298,-216.2018463
495487.936,6027141.761,-178.1808933
500000,6027142.916,-142.6957988
504512.064,6027141.761,-109.6056111
509024.128,6027138.298,-76.68815144
513536.195,6027132.526,-45.027556
518048.265,6027124.445,-13.3964216
522560.34,6027114.055,17.87608626
527072.42,6027101.356,49.09524037
531584.506,6027086.348,79.91625571
536096.6,6027069.032,108.5043376
540608.703,6027049.406,135.5666509
545120.815,6027027.471,163.1266727
549632.939,6027003.227,191.5709998
554145.074,6026976.674,219.820801
558657.222,6026947.812,248.3371073
563169.384,6026916.64,278.6590259
567681.561,6026883.159,307.7999099
572193.755,6026847.369,344.3853608
576705.966,6026809.269,371.0618914
581218.195,6026768.859,388.4410334
585730.444,6026726.14,422.2998843
590242.714,6026681.111,485.0000004
594755.005,6026633.772,439.9999993
599267.319,6026584.123,608.0000003
603779.656,6026532.164,505.9999996
608292.019,6026477.894,572.0000002
612804.407,6026421.315,911.0000001
617316.823,6026362.425,991
621829.267,6026301.224,1135
626341.74,6026237.712,1306
630854.243,6026171.89,1426
635366.778,6026103.757,1422
639879.345,6026033.312,1219
644391.946,6025960.556,1281.999999
648904.581,6025885.488,1412
653417.252,6025808.109,1241.999999
657929.96,6025728.418,1173.000001
662442.706,6025646.415,1065.999999
666955.491,6025562.1,1122
671468.315,6025475.472,1349.000001
675981.181,6025386.532,1059.999999
680494.089,6025295.278,1168
685007.041,6025201.712,1329
689520.036,6025105.833,567.0000002
694033.077,6025007.64,684.9999994
698546.165,6024907.133,814.9999997
703059.3,6024804.313,749.0000004
707572.484,6024699.178,977.9999997
712085.718,6024591.729,1044
716599.002,6024481.966,1079
721112.339,6024369.887,1067.999999
725625.728,6024255.494,1150
730139.172,6024138.785,1136.024384
734652.67,6024019.76,1049.901728
739166.225,6023898.42,941.1062592
743679.837,6023774.763,827.6766498
748193.508,6023648.79,721.5853828
752707.237,6023520.5,660.1119798
757221.028,6023389.894,636.7103442
761734.88,6023256.969,626.4508005
766248.795,6023121.728,621.1426366
770762.773,6022984.168,618.2834798
775276.816,6022844.29,614.1223328
779790.925,6022702.093,610.0800968
784305.101,6022557.578,604.137216
788819.346,6022410.743,592.247929
793333.659,6022261.589,559.8512108
797848.042,6022110.115,511.2843645
802362.497,6021956.321,468.2493357
806877.024,6021800.206,363.2783668
811391.625,6021641.771,142.2618802
815906.299,6021481.014,-124.1832694
820421.05,6021317.935,-540.9473726
824935.877,6021152.534,-798.5668278
829450.782,6020984.811,-1002.331398
833965.765,6020814.766,-1194.999743
838480.829,6020642.397,-1395.957152
842995.973,6020467.704,-1615.514331
847511.199,6020290.688,-2831.689691
852026.509,6020111.347,-3136.460856
856541.902,6019929.682,-3356.949189
861057.381,6019745.691,-3550.988371
865572.946,6019559.375,-3758.631212
870088.598,6019370.733,-3958.081124
874604.338,6019179.765,-4011.536392
879120.168,6018986.47,-4207.884214
883636.089,6018790.847,-4444.162156
888152.101,6018592.897,-4670.188698
892668.206,6018392.618,-4892.243074
897184.404,6018190.011,-5112.98841
901700.697,6017985.075,-5396.05873
906217.086,6017777.809,-5638.420919
910733.572,6017568.214,-5853.335103
915250.156,6017356.288,-6074.802161
919766.839,6017142.031,-6293.485368
924283.622,6016925.442,-6519.876753
928800.506,6016706.522,-6760.175365
933317.493,6016485.269,-6955.259723
937834.582,6016261.683,-7169.928544
942351.777,6016035.764,-7359.020904
946869.076,6015807.51,-7534.982853
951386.482,6015576.923,-7663.163625
955903.995,6015344,-7747.179741
960421.617,6015108.742,-7790.369957
964939.349,6014871.148,-7833.071253
969457.191,6014631.217,-7859.477257
973975.145,6014388.949,-7873.276302
978493.212,6014144.344,-7903.525046
983011.393,6013897.4,-7906.871586
987529.689,6013648.118,-7910.822549
992048.1,6013396.496,-7908.985551
996566.629,6013142.534,-7905.660767
1001085.276,6012886.232,-7906.15648
1005604.042,6012627.588,-7906.988315
1010122.928,6012366.603,-7910.815412
1014641.935,6012103.276,-7914.125526
1019161.065,6011837.606,-7917.812827
1023680.318,6011569.593,-7920.896486
1028199.695,6011299.235,-7927.786329
1032719.198,6011026.533,-7931.508078
1037238.827,6010751.486,-7934.214274
1041758.584,6010474.092,-7936.587156
1046278.469,6010194.353,-7939.371355
1050798.484,6009912.266,-7939.163701
1055318.63,6009627.831,-7942.548614
1059838.908,6009341.048,-7945.301318
1064359.318,6009051.915,-7937.960332
1068879.862,6008760.433,-7940.199562
1073400.541,6008466.601,-7942.71211
1077921.356,6008170.417,-7942.887657
1082442.308,6007871.882,-7955.132581
1086963.398,6007570.994,-7955.724935
1091484.627,6007267.754,-7954.963511
1096005.996,6006962.159,-7950.929535
1100527.506,6006654.21,-7942.484373
1105049.158,6006343.906,-7933.491506
1109570.954,6006031.246,-7924.774309
1114092.894,6005716.229,-7915.449884
1118614.979,6005398.855,-7952.835442
1123137.21,6005079.123,-7952.565666
1127659.589,6004757.033,-7974.212017
1132182.116,6004432.583,-7975.736806
454850.823,6032573.153,-594.7391546
459365.772,6032595.075,-554.6958958
463880.711,6032614.689,-508.4896248
468395.641,6032631.996,-456.619937
472910.564,6032646.995,-403.5689018
477425.48,6032659.687,-350.2989908
481940.39,6032670.071,-298.4544873
486455.297,6032678.147,-250.4247795
490970.2,6032683.916,-208.5977311
495485.1,6032687.377,-172.6333507
500000,6032688.531,-139.3274604
504514.9,6032687.377,-107.7703137
509029.8,6032683.916,-77.31323887
513544.703,6032678.147,-46.17538804
518059.61,6032670.071,-14.61992778
522574.52,6032659.687,17.15245147
527089.436,6032646.995,49.4512265
531604.359,6032631.996,82.36351654
536119.289,6032614.689,112.4115478
540634.228,6032595.075,138.9972615
545149.177,6032573.153,164.7967291
549664.136,6032548.923,193.3055128
554179.108,6032522.385,222.483887
558694.092,6032493.54,252.756563
563209.091,6032462.386,281.5288663
567724.105,6032428.924,314.511473
572239.136,6032393.154,351.2975469
576754.184,6032355.077,386.3330096
581269.25,6032314.69,427.3329894
585784.336,6032271.996,457.7224828
590299.443,6032226.993,471.0000007
594814.571,6032179.681,486.000001
599329.722,6032130.061,628
603844.898,6032078.132,680.9999997
608360.098,6032023.894,661.0000004
612875.325,6031967.347,919.9999999
617390.578,6031908.491,1187
621905.86,6031847.325,711.9999993
626421.172,6031783.851,1070.000001
630936.514,6031718.066,1331
635451.887,6031649.972,1298
639967.293,6031579.568,1357
644482.733,6031506.854,1285.999999
648998.208,6031431.83,1397.999999
653513.719,6031354.496,1271.000001
658029.266,6031274.851,1355
662544.852,6031192.895,1013.000001
667060.477,6031108.628,1235
671576.143,6031022.05,1057
676091.849,6030933.161,1098.000001
680607.598,6030841.961,1122
685123.391,6030748.449,1012.000001
689639.228,6030652.625,1186.000001
694155.111,6030554.488,632.0000003
698671.041,6030454.04,774.0000007
703187.018,6030351.279,873.000001
707703.045,6030246.205,836.0000003
712219.122,6030138.818,1034
716735.249,6030029.117,914.0000011
721251.429,6029917.104,969.9999997
725767.662,6029802.776,1189
730283.95,6029686.134,1125.309261
734800.293,6029567.178,1031.181139
739316.693,6029445.908,921.2754523
743833.15,6029322.323,797.5651953
748349.666,6029196.422,670.3013705
752866.242,6029068.206,606.6965876
757382.879,6028937.675,607.0067857
761899.577,6028804.827,607.3528072
766416.339,6028669.663,607.6241583
770933.165,6028532.183,607.1328086
775450.056,6028392.385,605.0959142
779967.013,6028250.27,601.7967985
784484.038,6028105.838,594.3094152
789001.131,6027959.088,580.1467309
793518.293,6027810.02,551.9668619
798035.527,6027658.633,500.6495135
802552.831,6027504.927,457.3112461
807070.209,6027348.902,348.4500153
811587.661,6027190.558,90.39220117
816105.187,6027029.893,-149.4799729
820622.789,6026866.908,-564.5054752
825140.469,6026701.603,-824.6840367
829658.227,6026533.976,-1034.232929
834176.064,6026364.028,-1237.333495
838693.981,6026191.758,-1443.302412
843211.979,6026017.166,-1669.254525
847730.06,6025840.252,-2827.350115
852248.225,6025661.014,-3133.884217
856766.474,6025479.453,-3360.048599
861284.809,6025295.568,-3556.868738
865803.231,6025109.359,-3767.383763
870321.74,6024920.825,-3968.765204
874840.339,6024729.966,-4039.555454
879359.027,6024536.782,-4228.775615
883877.806,6024341.271,-4467.149693
888396.678,6024143.435,-4691.164622
892915.643,6023943.271,-4916.457053
897434.702,6023740.78,-5141.923236
901953.856,6023535.961,-5425.635359
906473.107,6023328.815,-5670.803898
910992.455,6023119.339,-5891.546449
915511.902,6022907.534,-6119.126254
920031.449,6022693.4,-6344.307098
924551.096,6022476.935,-6578.617824
929070.845,6022258.14,-6826.885064
933590.696,6022037.014,-7037.238368
938110.652,6021813.556,-7264.900421
942630.713,6021587.766,-7470.630672
947150.879,6021359.643,-7657.281538
951671.153,6021129.188,-7785.672776
956191.535,6020896.398,-7858.696224
960712.026,6020661.274,-7892.744501
965232.627,6020423.816,-7919.309927
969753.34,6020184.022,-7934.790631
974274.165,6019941.893,-7940.532704
978795.104,6019697.427,-7964.226205
983316.157,6019450.624,-7961.049865
987837.326,6019201.484,-7956.209351
992358.611,6018950.006,-7953.134286
996880.015,6018696.189,-7946.776437
1001401.537,6018440.033,-7942.967298
1005923.178,6018181.537,-7941.284265
1010444.941,6017920.701,-7941.991914
1014966.826,6017657.524,-7944.1413
1019488.834,6017392.005,-7946.026775
1024010.966,6017124.144,-7948.653445
1028533.223,6016853.941,-7953.365346
1033055.606,6016581.394,-7955.626088
1037578.116,6016306.503,-7957.506241
1042100.755,6016029.267,-7958.535268
