,ID,lon,lat,easting,northing,projection,elevation,gw_bore_depth,gw_level,gw_level_std
114407,40041109.0,146.68587000600002,-25.412330815,468407.7400222217,7189357.013330068,55.0,446.42681684709396,287.73,85.3,0.0
114409,40035702.0,149.08527780000003,-24.973055600000002,710500.7595609074,7236418.042652208,55.0,285.75556977792075,244.45,-43.72,1.002546757014355
114412,40037519.0,149.153253532,-21.2476131448,723452.9761583649,7648925.785972076,55.0,10.809825612725326,21.95,-6.4,0.0
114414,40069884.0,148.622332999,-24.460148291,664431.7482604403,7293863.023412852,55.0,212.21200615067832,54.8,28.25133333333333,4.854513867411328
114415,40015151.0,147.652183899,-22.808166242,566931.8948538761,7477568.249088457,55.0,257.61459933711023,22.86,10.163113772455091,1.3643824266742464
114417,40033167.0,152.41425680000003,-24.8762095,1047427.0995174975,7237857.196897262,56.0,31.361358828806907,65.23,26.85,0.0
114419,40064524.0,149.070062675,-21.284110935,714764.0530408667,7644999.789983155,55.0,21.36907771894432,25.0,12.2,0.0
114421,40048107.0,148.784457,-26.49426561,677847.7831121451,7068341.729761921,55.0,337.1773530051702,390.0,-44.0,0.0
114422,40147623.0,148.748557955,-21.8601634348,680684.4510102377,7581624.062920592,55.0,167.46373600168056,36.6,14.147419354838707,1.3258471856233622
114423,40153039.0,151.8085253,-27.944764903000003,973340.8730030213,6899594.151051754,56.0,418.584188336662,30.5,6.283208556149732,0.5059669350778101
114424,40075265.0,152.28926765,-25.244930767,1033160.4964393148,7197415.408880806,56.0,84.12671055784006,22.56,13.41,0.0
114425,40153392.0,151.38625,-27.54401408,933312.7769541144,6945628.223624482,56.0,364.63168959999985,116.0,37.57109929078014,3.542030991300448
114426,40077499.0,152.3027739,-27.5311179,1024052.7014891872,6943506.031517418,56.0,102.37229425878164,17.7,3.8927272727272735,3.449946220685162
114427,40064903.0,149.15474719999997,-21.15519313,723747.2906499113,7659157.671029815,55.0,11.12317559999986,22.0,8.3,0.0
114428,40145615.0,149.152196532,-21.360100115999998,723173.1755421972,7636471.0819300385,55.0,14.57307935366578,19.3,7.4833333333333325,0.32800745248986146
114430,40143009.0,147.19221137,-19.754836898,520137.2881227042,7815636.652484435,55.0,24.17136974455081,18.29,14.4,0.0
114431,40146233.0,150.377375568,-23.193050358,845763.5069729812,7431092.763452344,56.0,18.045376078910998,33.99,13.802156862745097,0.33933217992883563
114432,40149568.0,152.29827861,-25.1061922,1034678.2053281036,7212784.377982095,56.0,55.38538959999622,40.0,15.43,0.4299999999999997
114433,40035885.0,149.054938867,-21.277509013,713204.0132022203,7645751.333748784,55.0,22.833104506281508,26.21,-14.63,0.0
114434,40154954.0,146.7330556,-19.42916667,471976.8649249732,7851663.380735868,55.0,34.40001682666242,35.7,1.2621052631578948,0.35651203489493977
114435,40047795.0,148.6600092,-25.71509767,666543.1496394081,7154819.661632085,55.0,404.8996592966142,150.0,-13.82,1.7699999999999996
114436,40035541.0,149.144318995,-21.253471374500002,722516.6725995876,7648289.695146833,55.0,11.015161869164483,24.69,8.2,0.0
114439,40037376.0,149.1739905,-21.18054374,725707.7300814998,7656323.226049287,55.0,4.772145039631759,19.51,-4.26,0.0
114440,40044266.0,146.639023313,-19.203333957999998,462053.43060881505,7876634.528377442,55.0,7.71849093349584,19.81,0.0,4.4
114442,40043240.0,151.341478863,-27.514188436999998,929001.1035474003,6949093.664619757,56.0,357.6800759999986,85.6,25.3,0.0
114443,40044222.0,146.571384693,-19.319008859,454974.6181388855,7863818.595127935,55.0,51.9048657230634,42.0,7.6,0.0
114444,40044492.0,146.565599246,-19.177235339,454327.6462642455,7879504.785962202,55.0,15.366796097453092,7.01,-0.20000000000000007,0.9
114445,40044493.0,146.561810195,-19.177866855,453929.439619342,7879433.910621895,55.0,16.983753242304072,6.1,-0.255,0.655
114446,40044562.0,148.19997688200002,-19.997332848,625533.0476384241,7788364.2470128145,55.0,7.767637667231969,11.5,3.6,0.0
114447,40044587.0,148.18633830000002,-20.01170127,624094.8520766216,7786784.137025751,55.0,8.499301938825697,21.34,2.7,0.0
114449,40044646.0,148.139699974,-20.025666406,619205.2987562884,7785272.412412414,55.0,12.403342277732113,26.2,4.1,0.0
114450,40045790.0,152.3277778,-27.5491667,1026441.414136599,6941395.377438501,56.0,91.09999773334252,32.0,10.71,17.53647817170445
114451,40046915.0,150.940402573,-23.863594298000002,901418.1953604786,7355285.0753605645,56.0,73.96717250580609,48.0,35.098064516129035,4.095935110075012
114452,40047639.0,151.148572501,-25.137583641,918399.1080060704,7213375.655810093,56.0,194.00315408233416,19.0,8.6,0.0
114453,40048864.0,147.99583330000002,-19.95388889,604203.7200153896,7793312.278222527,55.0,5.933333600000648,10.2,2.917692307692308,0.33356244591596895
114454,40048948.0,147.998867842,-19.956223168,604519.741234159,7793052.051376995,55.0,6.740340480000768,1.0,3.2207361963190184,0.6701181639983365
114455,40049064.0,148.129700239,-20.081777343,618117.2931912602,7779069.303352584,55.0,27.670532020855642,17.0,12.6,0.0
114456,40050598.0,151.042183567,-24.783416812,908829.1499171286,7252981.854656237,56.0,265.73592373348737,27.0,13.5,0.0
114457,40050718.0,150.506888909,-24.3651732509,855823.2681644415,7300846.526746694,56.0,170.43734026145432,17.1,11.9,0.0
114458,40051080.0,150.429672237,-24.406159778000003,847869.8392251936,7296499.175618274,56.0,171.36051023999931,15.2,7.4,0.0
114459,40051134.0,151.246625873,-25.073416585,928523.9303895899,7220184.790483867,56.0,212.4679181364164,22.0,10.0,0.0
114460,40051245.0,148.84785217299998,-21.1402068801,691889.9485687944,7661218.91057051,55.0,53.40739046399789,19.4,-8.8,0.0
114461,40053914.0,152.3280331,-27.50648558,1026670.9763281103,6946133.7658171,56.0,91.79457257139308,118.85,-26.25,0.0
114462,40065646.0,150.46120504700002,-23.572050691999998,853344.4136206032,7388880.54333866,56.0,104.22872008052471,22.86,10.856666666666667,0.04642796092394688
114463,40066109.0,150.46891253200002,-23.559108137,854166.6754568104,7390296.11478157,56.0,78.42888733717484,13.7,4.2,0.0
114464,40066326.0,150.430218161,-23.485720372,850407.4334575392,7398525.918277325,56.0,40.93867525161142,25.3,14.5,0.6999999999999993
114466,40076176.0,150.969439615,-23.855980212,904403.1627147164,7356046.588737452,56.0,62.43375406786518,50.0,2.832307692307692,0.9959777094057558
114467,40076179.0,150.981127748,-23.852421110999998,905606.3453267299,7356407.763252145,56.0,50.46660228238777,50.0,4.375384615384615,0.4418773826547079
114468,40076207.0,150.954364135,-23.856678299000002,902863.465374669,7356012.246108126,56.0,67.64044676000236,50.0,29.736428571428572,0.40342475210656703
114469,40076367.0,150.421270594,-23.448690885,849590.3808068207,7402652.166498114,56.0,18.568037897874447,10.45,4.925,0.5750000000000002
114470,40076564.0,150.92100210200002,-23.816761336,899583.6005967878,7360533.263485625,56.0,47.78439025542093,54.0,5.465,0.5774989177479036
114477,40076182.0,150.9718809,-23.895231456999998,904529.8211503383,7351686.93604181,56.0,47.33482215380777,21.0,6.343846153846152,0.960196602156506
114482,40050629.0,149.93333330000002,-25.6502778,794505.8950738937,7159779.478471449,55.0,242.13335733344644,471.0,-20.7,7.677170237603363
114484,40044508.0,146.58457709700002,-19.162846074,456319.1912074847,7881101.849762505,55.0,8.052245080005425,11.58,3.4285185185185183,1.388688973266469
114495,40011861.0,149.40657439999998,-25.9323236,741026.2555387274,7129596.394813368,55.0,227.4023335162867,295.66,-17.424999999999994,0.34500000000000064
114499,40048126.0,148.1758485,-25.58287757,618093.8719167025,7169985.188088074,55.0,479.6676656781067,285.0,-24.0,0.0
114500,40048391.0,148.1430696,-25.41509903,614961.12102075,7188595.43980885,55.0,509.23885804865347,118.0,-15.13,0.0
114501,40054947.0,150.556355357,-24.396471562,860757.5681246888,7297248.85948275,56.0,186.74971406899243,13.74,12.2,0.0
114503,40065904.0,149.80000000299998,-25.343155018,781828.9483981356,7194105.1047914475,55.0,220.69607738414632,45.7,-4.09,0.0
114509,40141256.0,146.652971,-19.2457056,463529.0034837945,7871948.997406905,55.0,19.65818190847149,33.4,10.682702702702699,2.28850867917895
114510,40141267.0,146.6742571,-19.3174827,465780.9954230355,7864011.004887128,55.0,24.93263772874884,42.1,9.271041666666667,1.6511615098460908
114511,40141439.0,147.1087076,-19.5123587,511405.99490050896,7842475.994413257,55.0,7.527955999999733,11.0,2.8111675126903557,0.996423124483514
114512,40141487.0,147.1155564,-19.5604862,512121.0047600912,7837150.00239264,55.0,9.633232000000714,38.1,7.099555555555555,1.330412838553377
114513,40141691.0,147.229988411,-19.699281452,524103.39632701926,7821779.3402230125,55.0,21.355966916440067,46.03,13.453448275862069,0.6842477664890865
114514,40141692.0,147.198877796,-19.719837026,520840.24752064794,7819508.836951937,55.0,21.924121494924627,29.57,11.939693877551019,0.7535378517660201
114515,40141764.0,147.261376345,-19.53955972,527420.0244255541,7839448.784520324,55.0,5.066655142685287,59.4,3.136141732283464,0.6150591127651264
114516,40141766.0,147.258598586,-19.540115283,527128.525658312,7839387.7508390825,55.0,5.2938550892514025,25.0,3.236875,0.5379209833934719
114517,40141771.0,147.438318417,-19.542614895,545981.7227534921,7839072.799530193,55.0,9.553507314893944,50.3,5.718947368421054,1.1598059187466416
114518,40142391.0,147.20681530000002,-19.697658999999998,521675.00251967786,7821961.9961689785,55.0,20.686364489118308,33.3,9.321071428571429,1.3314671623520309
114519,40142395.0,147.24931919999997,-19.6827573,526132.0049177844,7823604.996731927,55.0,20.263210845695433,28.9,10.139156626506026,1.3909658643220189
114520,40142443.0,147.1220729,-19.756431600000003,512788.99679849634,7815466.999076215,55.0,26.471140516415677,22.5,12.158260869565215,0.3209043223781553
114521,40142497.0,147.2439076,-19.5993262,525578.0040500711,7832837.999470169,55.0,11.41914400000027,51.5,7.23,0.5278067828287166
114522,40142498.0,147.2439076,-19.5993262,525578.0040500711,7832837.999470169,55.0,11.41914400000027,51.5,7.317800000000001,0.5350749106433603
114523,40142522.0,147.25563180000003,-19.590236800000003,526809.0039124433,7833841.996897126,55.0,10.270675212543779,42.4,6.871515151515151,0.7832183843917477
114524,40142530.0,147.2545518,-19.600766399999998,526694.0038315915,7832677.00408714,55.0,11.545751999999727,47.0,6.779375,0.6790661671553074
114525,40142536.0,147.2528163,-19.6191321,526508.9971680287,7830644.999140918,55.0,12.7958519999999,46.5,7.5946875,0.714890657613981
114526,40142550.0,147.20757340000003,-19.6787889,521757.0030786936,7824050.002458295,55.0,19.0,37.5,8.6146875,0.7031668737531298
114527,40142576.0,147.1659333,-19.7292313,517386.99542119814,7818473.003668169,55.0,22.591199440974282,31.4,8.417499999999999,0.4531605281638222
114528,40142593.0,147.2021151,-19.6017095,521194.99724245793,7832579.99617899,55.0,13.92740900631924,42.4,8.034230769230769,0.4837765939970726
114529,40142621.0,147.1651126,-19.831186199999998,517289.9972003627,7807190.99954851,55.0,30.332732495744704,22.0,13.919999999999998,0.512775254413141
114530,40142838.0,147.453874913,-19.6761803884,547574.406414174,7824288.474489097,55.0,9.631728387857953,24.99,7.103908629441625,2.258826444275214
114531,40142886.0,147.24346809999997,-19.72254142,525512.4210898785,7819203.489793635,55.0,23.20497040000011,24.38,11.932,2.7252250615983327
114532,40143514.0,147.275266201,-19.857892065,528820.1210723061,7804220.714818286,55.0,37.29912723999964,10.4,8.734814814814815,1.618875628033167
114533,40143532.0,147.274432611,-19.790392225999998,528744.9776827064,7811690.308531727,55.0,29.43958293618752,4.8,4.0245348837209285,1.2308558725600995
114534,40143711.0,147.360820235,-19.767614243,537798.9558545453,7814193.912489573,55.0,25.796967660057145,17.9,6.84234375,1.8748097755068212
114535,40143727.0,147.324154304,-19.81122547,533948.6134423855,7809375.713364776,55.0,47.944965884657115,39.0,10.295205479452054,0.6837349273869807
114536,40143738.0,147.324709659,-19.775392168,534014.3859364237,7813340.872578852,55.0,54.040314950514095,31.0,14.62951612903226,2.6107040376726918
114537,40143873.0,147.258877515,-19.852336544,527105.1746416291,7804838.20058886,55.0,34.243765953045035,25.3,11.408510638297873,1.2413118981989302
114538,40143880.0,147.279710461,-19.828725468,529290.78245633,7807447.498087905,55.0,32.01231148000065,17.5,3.59675,0.34588211503343164
114539,40144190.0,147.2961111,-21.50111111,530670.6882978362,7622362.331702438,55.0,229.48777306222405,83.0,57.23833333333333,0.9353208005812768
114540,40144286.0,147.46389109999998,-19.73015372,548608.0001723025,7818313.000325186,55.0,9.980227505555028,19.51,7.219812206572769,2.1862092221138614
114541,40144296.0,148.16105119999997,-20.060443399999997,621411.9977294409,7781408.004576861,55.0,21.9247885399046,16.45,12.524082568807339,1.020363009953553
114542,40144365.0,148.222446071,-19.97464221,627902.2036892837,7790858.632834415,55.0,3.091040703400488,22.86,2.914243697478992,0.42544792937742537
114543,40144406.0,148.24080959999998,-19.99177714,629809.7369245006,7788948.029285841,55.0,4.708422870733424,11.2,2.9860843373493977,0.4904654466249326
114544,40144414.0,148.227692419,-19.978951977999998,628447.6914026728,7790377.620240742,55.0,5.552245322859637,18.1,4.396243386243387,0.2914190132648127
114545,40144417.0,148.231757055,-19.992145254,628862.2746369541,7788914.274819335,55.0,6.0882702377770315,10.8,4.979156626506024,0.8295313015718061
114546,40144431.0,148.136256,-19.987111499999997,618874.0003416325,7789541.999218624,55.0,7.34727603519581,19.6,6.26036809815951,0.7677174275427286
114547,40144493.0,147.97998019899998,-20.176221912,602400.3229602661,7768715.715743429,55.0,75.78215275999669,11.5,5.211700680272108,0.6879174667210779
114548,40144508.0,148.191088086,-19.980666313,624616.1716751931,7790215.508157339,55.0,5.334926328392349,27.7,3.1545454545454548,0.8382558808208123
114549,40144550.0,148.1262321,-20.050486,617778.0012827265,7782534.996156036,55.0,18.262615999997184,21.6,10.396195652173914,0.6295388968044723
114550,40144749.0,147.49970762799998,-19.833447032000002,552327.3020101263,7806871.849833653,55.0,26.58965999999877,21.5,16.17822222222222,1.7040413256450595
114551,40144855.0,148.590691716,-20.439788133,665943.9034602105,7739045.929759903,55.0,6.485233290847997,28.95,1.7118095238095241,0.6567434535028277
114552,40144933.0,148.46553012,-20.258719132,653062.867622772,7759210.489651847,55.0,21.787901291829357,22.0,11.065192307692307,0.2763741220256408
114553,40145083.0,148.717755132,-21.16451687,678347.7841628973,7658679.201061023,55.0,85.82974021723359,18.5,14.182898550724635,0.9105088582833184
114554,40145126.0,148.871348266,-21.1234864657,694352.3455723911,7663041.590841662,55.0,67.39816569213728,24.68,5.170277777777779,0.6806042499586147
114555,40145348.0,148.944816897,-21.2638692927,701793.8957029382,7647406.39213111,55.0,40.73291019565657,26.51,4.504680851063831,1.2054704229872868
114556,40145769.0,148.971754259,-21.1844829636,704699.2781545904,7656161.724420935,55.0,51.51380943826264,9.2,3.5458730158730147,2.352820418217882
114557,40145812.0,149.139186371,-21.221986189000003,722031.0493259804,7651783.371777925,55.0,7.35903673993284,37.5,5.688888888888887,0.2637525963829845
114558,40146413.0,148.0863929,-23.5530637,610880.9999096743,7394833.996894744,55.0,200.23792424070217,6.86,0.933098591549296,0.6235644732115014
114559,40146447.0,148.13095218799998,-23.522320964000002,615456.106757439,7398202.72395959,55.0,183.33187450637953,19.0,9.258043478260868,0.8488447893287149
114560,40146640.0,150.551874779,-24.463424037,860112.1220844628,7289838.099570217,56.0,190.1139281166893,16.8,11.326717948717947,1.6884341091555497
114561,40146744.0,150.34734958299998,-24.174142401999998,840132.2920784454,7322421.3687743135,56.0,131.43453782123143,19.8,9.172162162162165,0.7519735660072789
114562,40146745.0,150.353145289,-24.167046854000002,840740.5258143803,7323193.734228287,56.0,131.08006149227882,15.2,9.197902097902094,1.0515841218087851
114563,40146758.0,150.292988145,-24.082733885,834842.6896948295,7332684.272749295,56.0,118.14615147497513,18.3,6.963836477987419,0.8715133939889053
114564,40146863.0,150.210925914,-23.930687849,826876.9900936577,7349729.319507733,56.0,111.78297772587321,17.37,7.2548198198198195,0.8499659314656205
114565,40146884.0,150.278410238,-23.98265125,833618.0483220286,7343811.823955231,56.0,112.79834392236404,17.68,6.752105263157895,1.7405469940635696
114566,40146913.0,150.5842264,-24.367929800000002,863669.0747074551,7300340.167160384,56.0,187.28901580646672,20.42,12.317396694214876,2.082473755370582
114567,40146970.0,150.084530152,-24.958630425,811460.72747598,7236093.096051015,56.0,143.88925928324954,24.38,10.05084033613445,0.6942641105369907
114568,40146998.0,150.54775554,-24.463913444,859692.7404501501,7289794.581496204,56.0,188.4310154666192,22.0,16.256870229007635,2.150705222159732
114569,40147028.0,150.2135277,-23.9124934,827187.9521250823,7351739.785793081,56.0,112.12560232739064,10.5,8.081111111111111,0.6944879986341835
114570,40147049.0,150.191894088,-23.907419336999997,824996.4728394673,7352352.132922444,56.0,120.13821263257866,15.0,11.86192307692308,0.3151192598509239
114571,40147057.0,150.17527778,-23.91444444,823285.9305026849,7351611.720818369,56.0,140.93332413333778,100.0,24.70961538461539,0.3026610285861924
114572,40147255.0,150.2215303,-23.933062399999997,827951.2907078118,7349441.520674175,56.0,114.78885834726923,21.0,11.751428571428573,0.8911377730812695
114573,40147899.0,152.259738416,-24.73239414,1032391.7181659488,7254440.185429871,56.0,6.536583897812491,56.6,4.763154362416106,2.9241992163170343
114574,40147904.0,152.26310432,-24.722849364,1032773.8804394463,7255486.796814343,56.0,4.092405045413739,52.0,2.6174672897196256,0.6456244071426218
114575,40147908.0,152.280977,-24.7470198,1034482.6484936647,7252733.133996758,56.0,3.961718237757101,79.6,1.4603378378378378,0.7174734344272535
114576,40148070.0,152.31205514299998,-24.844172751,1037213.2520131936,7241823.313166991,56.0,14.33814321575552,8.5,4.587650273224043,1.981786864987663
114577,40148080.0,152.324704831,-24.815036791999997,1038621.5468155765,7245008.381734701,56.0,13.308789049764593,29.9,4.303621794871795,1.2057357677270195
114578,40148157.0,152.38525034100002,-24.828666073,1044697.8435975255,7243253.510234158,56.0,10.549827200000351,58.92,6.2447297297297295,0.28885244981615066
114579,40148456.0,151.112460433,-24.853694882,915709.6586976931,7244974.541593457,56.0,232.0663790463,23.93,8.557272727272727,2.7414285006764514
114580,40148494.0,151.11301588700002,-24.882028068,915670.8390074344,7241830.340914931,56.0,227.71667461881302,16.76,10.719761904761905,3.2249580935595765
114581,40148498.0,151.11603740200002,-24.916372852,915861.1264519328,7238011.80821955,56.0,222.26779313551071,24.38,9.34266094420601,2.4677829272503478
114582,40148501.0,151.104695462,-24.915370838,914717.2857449081,7238157.676399454,56.0,224.79799243461403,22.86,13.801867704280154,2.725151267355385
114583,40148909.0,152.029923833,-26.286090999000002,1002552.4310549293,7082847.171719622,56.0,302.57947445411537,14.32,6.825729166666666,1.0741253658904557
114584,40149044.0,152.00208899,-26.188161206,1000187.693875123,7093826.2708533,56.0,299.62333184240845,16.76,8.464999999999998,0.3973714506194952
114585,40149325.0,152.405437809,-24.953057116,1046193.5172004303,7229359.036805371,56.0,20.56086104574293,22.86,11.943245614035089,1.5425056487792357
114586,40150525.0,152.3585392,-27.71118033,1028703.4159072653,6923272.496991975,56.0,145.24360284586413,28.7,12.308090909090915,4.015799591036871
114587,40150561.0,152.37389340000001,-27.66075085,1030465.6521662439,6928806.353747775,56.0,111.55565622478866,33.5,9.546386554621847,2.1663421252232298
114588,40150570.0,152.3640331,-27.69708143,1029314.72558144,6924814.455860527,56.0,129.87751868477844,31.6,11.526666666666667,2.0072780274204858
114589,40150666.0,152.22955890000003,-27.59873494,1016487.48149247,6936307.02443428,56.0,119.69638560000048,30.1,16.574767441860466,2.5116277158699316
114590,40150676.0,152.3808554,-27.64898403,1031211.167300572,6930082.972589966,56.0,106.48512874388108,32.2,11.125254237288136,3.514925490895908
114591,40150696.0,152.220344915,-27.636264761,1015399.5349340148,6932178.587376974,56.0,135.2760117851603,30.0,16.34983870967742,2.2307072449550858
114592,40150871.0,152.3973254,-27.49523451,1033586.5848833066,6947085.741926694,56.0,74.76195937442297,15.0,4.037857142857144,0.711208012282408
114593,40150912.0,152.3796574,-27.50547653,1031787.4762264644,6946024.569249725,56.0,79.42191902783355,12.0,5.260384615384615,0.2679047013288173
114594,40150995.0,152.39362409999998,-27.59796492,1032721.890990692,6935693.432390293,56.0,97.1597019254578,3.65,0.95,0.0
114595,40152068.0,148.10749495299999,-27.961495886999998,608934.2081296545,6906569.232088525,55.0,215.9620863199971,120.2,45.65000000000001,0.10453359616540904
114596,40153190.0,151.7634871,-27.66265598,970118.6870756235,6931079.546503579,56.0,478.3427186513792,107.2,11.781931818181818,9.1758999878083
114597,40153197.0,151.8894634,-27.66049116,982578.1625948027,6930831.773102827,56.0,534.2639294704068,106.4,26.38229357798165,5.895492078664154
114598,40145820.0,149.036097449,-21.300942719000002,711215.0718065981,7643181.902763053,55.0,24.27149902525393,31.5,6.93,1.1740315157609698
114608,40141283.0,146.726660744,-19.452341134,471309.61726415367,7849097.978445591,55.0,40.09741873089275,23.4,7.159518072289155,3.371240486578804
114609,40144138.0,146.638982655,-23.653356908000003,463182.6861404693,7384104.2750054635,55.0,355.56514535079236,13.1,10.068421052631578,0.6031781019853765
114610,40144591.0,148.212793474,-19.981256897,626886.8585876739,7790133.8604455255,55.0,4.268494373796976,26.7,2.7597752808988765,0.8931084179037498
114611,40144685.0,148.20204840000002,-20.0071242,625742.001600287,7787278.997892445,55.0,9.264690242432069,21.5,7.814310344827587,1.7495626173309573
114612,40144969.0,148.593341351,-20.380146863,666284.4169179576,7745645.402278287,55.0,17.886086720197564,15.2,4.129555555555555,0.4938238802360189
114613,40144980.0,148.528210119,-20.405538069000002,659459.8014781652,7742899.233694056,55.0,19.689753528509886,32.0,9.15294117647059,1.303834907926624
114614,40145037.0,149.189415513,-21.054266758,727502.3666810781,7670284.39643582,55.0,9.675427424019276,16.15,4.925964912280702,1.112018647529376
114615,40145335.0,149.341920889,-21.915930871999997,741926.2029354264,7574632.131066627,55.0,61.6550433761029,25.6,7.566949152542372,1.539793354215338
114616,40145774.0,149.00553086899998,-21.312323613,708027.2384469722,7641962.385845799,55.0,38.3853535568145,31.7,5.172916666666667,0.9378898263596258
114617,40146381.0,147.722776227,-23.490921804,573801.9810766253,7401948.085138751,55.0,231.82123295999986,34.0,17.594174757281554,0.40428415526428496
114618,40146440.0,148.079526625,-23.475263876,610244.9085545848,7403453.322162653,55.0,190.60956501542188,60.0,2.4361538461538457,1.4255032676479384
114619,40146587.0,150.432225405,-24.410971529,848115.7911597672,7295959.364650193,56.0,172.5506806799981,18.3,9.523028571428572,2.102275358961798
114620,40146739.0,150.371478107,-24.180979126,842567.652198989,7321604.570841301,56.0,133.5202182443965,16.5,9.21516339869281,0.8963893474321055
114621,40146786.0,150.473643335,-24.36613771,852444.6003454942,7300824.561462259,56.0,163.15373303050885,18.6,7.8271891891891885,1.6212576672654195
114622,40147096.0,150.600375727,-24.518642215,864874.0328497394,7283588.927450479,56.0,202.6411636321389,21.5,19.483225806451614,0.7524342736134638
114623,40147906.0,152.28621904,-24.735829534,1035062.2905799191,7253955.0491006,56.0,4.725311912661549,75.0,3.485890410958904,0.793243446914271
114624,40147944.0,152.309260861,-24.742381319,1037370.6119576974,7253136.899655498,56.0,5.8922092051279416,61.0,2.5535329341317365,1.4377969166284372
114625,40148227.0,152.300555231,-24.906209350999998,1035779.2591787432,7234980.530243702,56.0,27.68788642798008,14.0,4.3444545454545445,1.6070229881048748
114626,40148642.0,151.05773889600002,-24.758972404,910484.7244751537,7255646.157370624,56.0,287.46394281064505,25.0,12.314358974358974,1.9273893528011552
114627,40148755.0,151.156888231,-24.71547895,920672.8541440959,7260168.263710404,56.0,282.5462390662052,25.0,11.915,0.6888856665212751
114628,40149435.0,152.423043667,-24.835507654,1048497.6221653853,7242341.604870054,56.0,34.804821559997066,78.94,31.59404255319149,0.4401288958904385
114629,40149886.0,153.098286634,-27.382847786,1103641.8669042839,6956348.135612374,56.0,4.784049008838561,15.0,1.4540000000000002,0.2388807233746583
114630,40149902.0,153.078009264,-27.397292368000002,1101551.686924934,6954841.629707121,56.0,4.506918990311012,15.1,1.5316666666666665,0.22843063620179224
114631,40149976.0,152.355307191,-27.111320847600002,1031258.802371254,6989898.730782287,56.0,103.69300218713128,15.0,5.984620689655173,0.4606996488695101
114632,40150616.0,152.0257447,-27.55211645,996538.5871855814,6942320.408919568,56.0,262.0368330603276,15.5,4.491875,0.723658690987448
114633,40150702.0,152.3759039,-27.54195371,1031239.6478909829,6941989.9779939875,56.0,81.85708680000022,26.0,23.632619047619052,1.2517331975035362
114634,40150711.0,152.1558685,-27.57390976,1009313.3941325638,6939370.180972813,56.0,126.972950509567,12.0,7.82921875,1.7797298817934246
114635,40150735.0,152.24791409999997,-27.57507547,1018414.9516950785,6938856.943039448,56.0,109.272954578743,27.25,19.274008191925105,2.757925081850634
114636,40150792.0,152.29252730000002,-27.55288688,1022934.8626686113,6941132.2730405275,56.0,97.3437464000004,28.0,19.06241379310345,2.2691022912344905
114637,40150957.0,152.3310561,-27.54260753,1026797.3160423747,6942109.73579329,56.0,90.77326799999729,30.0,15.2564,1.5456542433545737
114638,40150985.0,152.30120369999997,-27.55262362,1023794.8075927612,6941124.679034004,56.0,95.5407216,38.6,18.185,1.3769077674267072
114641,40018586.0,151.150237893,-24.796195223,919727.0369141414,7251236.077166248,56.0,254.9076108240017,22.86,7.5,0.0
114642,40018741.0,151.11551577,-24.959249858000003,915664.0858350182,7233257.784607952,56.0,217.6654499626487,21.03,11.155,1.714465417168473
114644,40020037.0,148.870016664,-26.978430366999998,685588.9669826081,7014579.520309579,55.0,261.17671191999915,1557.2,-32.88,0.0
114645,40022571.0,147.905258584,-20.274832905,594532.3574732154,7757846.411741605,55.0,249.30751027909105,11.28,4.5,0.0
114646,40022650.0,148.225254699,-20.101776796,628092.9778708394,7776785.234576155,55.0,15.855194420695732,3.0,4.5,0.0
114648,40024997.0,150.24966246600002,-23.88139646,830948.9694371438,7355102.088587764,56.0,120.54478902191748,18.59,-0.3099999999999996,11.81
114649,40025082.0,150.443711025,-24.340759836,849474.9624212339,7303713.539508101,56.0,157.7822016896448,16.9,7.675,1.4249999999999998
114650,40026522.0,148.130588793,-24.441613181999998,614602.5118851784,7296411.438364488,55.0,334.72091324909474,27.58,9.255,0.4750000000000005
114651,40029799.0,149.0836362,-24.798526199999998,710630.9968882871,7255753.998282971,55.0,237.64104710982133,106.68,-12.666923076923075,0.6724396983588893
114654,40031734.0,146.5617463,-19.329357,453965.0027310037,7862670.995419441,55.0,60.20464400000046,51.21,7.519711538461538,1.6022672978354822
114655,40031736.0,146.55629440200002,-19.315346204,453388.3434093567,7864219.8910148945,55.0,55.259638430963115,49.07,9.15821052631579,1.7507339687579266
114656,40033085.0,152.23938700000002,-24.90166619,1029604.5971421018,7235725.569327649,56.0,14.530461885778461,15.25,11.011730769230768,1.3001763506922468
114657,40033486.0,152.173748813,-24.7334049,1023667.9687835337,7254661.058662605,56.0,8.384209560002354,14.33,10.17072072072072,0.6694272282294588
114658,40153117.0,151.3917838,-27.10100466,935592.8654621083,6994762.451417553,56.0,371.5919397801173,60.96,12.059462365591399,0.7022703054501055
114659,40153514.0,151.640432901,-27.425864326,958945.1856251999,6957822.381696854,56.0,387.2789406214161,87.0,6.584245283018867,0.8903867594173189
114660,40153623.0,151.41094084,-27.82736329,934627.8993534653,6914101.504329936,56.0,380.636984839796,38.2,16.24125,0.22822343766581016
114661,40035070.0,149.130783859,-21.258411226,721104.2665739881,7647761.701171836,55.0,12.710719310897037,23.46,-9.75,0.0
114665,40014089.0,151.150237888,-24.793973006999998,919734.5370886808,7251482.554880306,56.0,255.12693166014358,21.56,8.55,0.4699999999999998
114670,40027393.0,148.98550206,-21.153740242999998,706169.5560582464,7659547.870535599,55.0,34.0,10.36,-2.39,0.0
114671,40031427.0,146.52970203,-19.339115011,450601.88903373724,7861582.391294115,55.0,70.21977282896096,10.0,8.2,0.0
