,ID,lon,lat,easting,northing,projection,elevation,gw_bore_depth,gw_level,gw_level_std
4079,10031513.0,147.47092538,-32.98649915,543998.7890012081,6350111.314219834,55.0,246.05515499864163,61.0,14.31,5.926892102949066
4080,10045735.0,146.56373515,-34.19095482,459802.1163879103,6216584.9998221295,55.0,155.14821800000178,80.0,57.3,0.0
4081,10043480.0,149.08006635,-32.93843821,694463.5582796511,6353617.91440434,55.0,613.6946652635943,21.3,0.8700000000000001,0.5
4082,10000756.0,150.29445396,-29.07120674,820753.3746579648,6779641.391323282,56.0,272.901841897027,130.5,28.805555555555557,7.569839439235315
4083,10011291.0,146.85708422,-35.66957249,487065.81823365955,6052690.370965453,55.0,207.16537719999195,55.5,26.0,0.0
4084,10006550.0,149.79058363,-30.33981947,768275.938009122,6640257.194505237,55.0,214.3700355999993,116.4,7.142857142857142,0.21015057769638035
4085,10007267.0,149.75005202,-32.52648812,758304.0021531811,6397869.953790089,55.0,608.3779902596827,36.6,23.14333333333333,4.669484863332237
4086,10017810.0,147.13206898,-35.08262102,512039.3903178826,6117786.54093667,55.0,172.40230540014397,16.8,4.515,1.1813868968293155
4087,10099713.0,150.59266127,-32.47995098,837660.8042144527,6400673.887694084,56.0,232.6787824385237,14.8,7.2,0.0
4088,10038709.0,147.69203268,-32.92205311,564704.2429897381,6357141.820040787,55.0,249.76528010972262,79.3,21.01,5.747529904228423
4089,10004276.0,150.31000993,-29.17453975,821946.2849629266,6768140.1549519375,56.0,323.58266146034117,120.4,53.57833333333334,2.367874691692016
4090,10005560.0,148.15257482,-32.06760634,608790.1198883957,6451489.621396745,55.0,224.72981134843232,39.9,23.7348,1.2433120927586925
4091,10028047.0,147.02343201,-32.91733726,502190.95966469834,6357876.751176488,55.0,219.96171392884392,48.8,9.1,3.1
4092,10038478.0,148.0803794,-34.71261315,598931.9314654125,6158295.094366778,55.0,319.1520658959376,43.9,2.08,0.48
4093,10101499.0,151.96029444,-32.29952704,967248.7941090676,6415539.124213358,56.0,120.05845339685021,10.5,4.96,0.0
4095,10066971.0,147.59437673,-35.12772786,554153.7744045329,6112630.623649759,55.0,189.68809574617126,64.0,5.435918367346939,0.6739908103110376
4096,10057336.0,149.45919904,-30.15148827,736859.2813627643,6661874.140876645,55.0,191.0,91.4,19.088490566037734,1.962364665422734
4097,10075501.0,149.75172713,-29.38411248,767074.768432992,6746308.459146179,55.0,200.0547417976267,20.72,10.97,0.0
4098,10140712.0,150.34762897,-29.21294776,825485.9452098571,6763777.109974863,56.0,335.7134019667379,175.6,54.6,0.0
4099,10014764.0,147.82788965,-35.07428134,575478.8651974639,6118405.996913817,55.0,213.95248173989103,50.3,5.522644628099172,0.8030095957713673
4100,10018833.0,148.51673899,-32.5498266,642409.6449689481,6397603.219695553,55.0,394.70112244257257,45.7,13.796666666666667,0.9131751687868488
4101,10008458.0,150.13240984,-29.47020589,803784.1150895337,6735829.820698248,56.0,230.37673413562766,43.0,9.251359223300973,0.6169547017150682
4102,10129297.0,150.96416879,-29.69759055,883645.704947086,6708141.492005216,56.0,718.5797275438856,82.0,24.4375,0.6509258516034789
4108,10085280.0,148.37023247,-33.95213514,626613.5050287365,6242305.504930871,55.0,460.33172258054606,7.05,2.1,0.0
4110,10022242.0,149.47669997,-30.31121033,738159.786403751,6644130.302886303,55.0,202.54923600000092,68.6,26.610617760617767,2.1012618944038723
4111,10013989.0,149.47308903,-30.32509923,737778.879833291,6642598.094111597,55.0,205.88525020796368,74.7,28.40133333333333,1.905498901957038
4112,10033019.0,148.8172819,-31.79399061,672047.605461891,6480960.6879024245,55.0,314.1926742530516,88.4,10.828785046728973,0.4425366773550382
4113,10063289.0,147.26820047,-35.10408118,524442.7369602546,6115381.7308378555,55.0,176.71105535165444,80.2,7.067272727272727,0.8840232505075963
4114,10051988.0,149.7011364,-30.2673192,759864.9922996657,6648504.002957619,55.0,208.43046031974708,112.5,3.962857142857143,0.8487589980287066
4115,10050424.0,150.0277951,-29.46259685,793655.4380122105,6736942.227043411,56.0,222.97675600000042,38.0,6.593618090452262,0.8473576872401624
4117,10046770.0,148.62256875,-32.31399237,652744.5122325202,6423603.425380779,55.0,264.5874556736989,44.2,8.472835820895522,0.7993715926867024
4118,10052436.0,150.25808138,-30.86870533,811541.6041531996,6580400.914239485,56.0,268.54469766847785,97.0,17.808933333333336,1.3951072344287931
4120,10126926.0,149.90374440000002,-30.8485777,777702.8757161584,6583568.974324245,55.0,260.89005150573263,101.0,18.62032258064517,0.5285493468643769
4123,10062944.0,146.51735205,-34.72651173,455811.3549438621,6157179.035800485,55.0,147.06776284946986,86.6,8.558571428571428,0.6958125480622035
4124,10069683.0,150.6922733,-33.72148334,842173.7478178473,6262598.866724534,56.0,20.16735789247396,12.6,19.276,0.5064622394611471
4144,10121533.0,150.27561337,-31.30524249,811788.0950180516,6531934.68194293,56.0,296.0,3.1,1.98,0.0
4145,10007095.0,149.11534168,-32.7412144,698200.0928178651,6375422.09539975,55.0,411.54797507183747,54.0,5.420000000000001,3.1462464408667463
4146,10018519.0,150.37222883,-28.84287328,829052.62688904,6804747.633818551,56.0,242.51790839999484,160.0,33.016,4.445065128881692
4147,10015017.0,148.18009583,-34.01372131,608964.672793906,6235694.855680425,55.0,317.8347262691762,129.5,48.785,0.014999999999997016
4148,10103353.0,151.96887442,-32.10989374,969033.4661618036,6436556.032761339,56.0,121.34572599792057,0.85,0.85,0.0
4149,10097637.0,151.96890621,-32.109894,969036.4689131745,6436555.865061887,56.0,121.38701440422165,0.8,0.8,0.0
4150,10087359.0,148.75591421,-33.81066444,662523.5145563564,6257450.81328188,55.0,334.3369958504625,9.67,8.45,0.0
4152,10019039.0,147.28761861,-34.82039589,526302.9314952332,6146836.356193465,55.0,300.80272283029507,121.3,50.96,0.0
4153,10000816.0,148.80090269999997,-32.438669399999995,669301.9512538014,6409511.936348585,55.0,282.14507467081614,56.3,12.249836065573769,0.5475204668778092
4154,10013058.0,148.41673765,-32.18566,633554.0228223063,6438105.36112449,55.0,247.5085179999996,12.8,10.488,0.4504814091613548
4155,10015406.0,150.26837681,-32.45537354,807251.3113535552,6404381.82334719,56.0,287.58897303376295,25.3,5.5,0.0
4156,10011433.0,149.48864355,-30.23509914,739493.5202968725,6652543.191681897,55.0,194.7514320497229,96.0,16.984674329501914,2.908277061878969
4157,10009362.0,149.81327022,-29.363439899999996,773105.6879267133,6748457.870623989,55.0,203.20521439999908,70.5,15.468169014084506,2.5054190899936613
4158,10005733.0,147.34678845,-35.11511928,531600.7018229126,6114135.513088858,55.0,180.27370323370144,24.4,5.1825757575757585,0.8014386885679509
4159,10045505.0,146.59944453,-33.09352266,462621.1795763735,6338273.70646754,55.0,167.00106013991683,65.5,8.217666666666668,0.7471903669376665
4160,10045523.0,146.69986937,-36.01790933,472956.01884651964,6014023.485298185,55.0,147.73086172158975,103.0,5.011785714285714,0.4435051422751373
4161,10060798.0,149.91530888,-30.84954113,778806.5227846357,6583433.303067876,55.0,260.1808781699501,114.0,19.740793650793645,1.120088292420214
4162,10062160.0,147.98172769999996,-32.124494399999996,592605.8983820591,6445342.996660582,55.0,221.1350160382719,55.0,31.668125,0.04376339080784252
4163,10127649.0,147.9965222,-32.016586100000005,594111.9934374177,6457291.932928467,55.0,217.00000000000003,52.0,18.063103448275864,0.7355603233579509
4164,10142341.0,147.4393583,-32.0351305,541484.0877227886,6455585.975068238,55.0,192.1595893173609,127.0,30.96,0.09201449161228273
4165,10013023.0,151.02749456,-28.80953544,893169.246428288,6806449.745138783,56.0,266.7735239282276,42.7,8.445517241379308,0.011321693213366972
4166,10018123.0,148.80194932,-33.79944213,666806.7375295472,6258621.669721618,55.0,380.45084433062243,25.0,16.433333333333334,0.8055363982396379
4171,10135963.0,150.3410283,-29.10457857,825185.6110690066,6775812.885825019,56.0,298.28268362630746,396.0,79.0,0.0
4172,10027188.0,146.84597367,-35.68901716,486063.6704692643,6050532.266285399,55.0,198.01747029950917,33.5,4.0299999999999985,0.06999999999999984
4173,10022978.0,146.95554422,-36.07376015,495997.04053486837,6007869.503141308,55.0,161.54593876639106,81.4,4.02025,0.5450446656009028
4177,10124658.0,147.73998047,-35.01282375,567514.5525465916,6125284.6738357805,55.0,293.1876919511328,9.0,-1.8391666666666664,0.30087257361806097
4178,10124086.0,147.37708858,-35.46805107,534212.9502677415,6074984.514393249,55.0,327.9130745666467,15.2,4.8599999999999985,2.2
4199,10125248.0,150.01970661,-31.01483333,788297.9171707333,6564837.363372089,56.0,340.8551399008643,5.0,2.575384615384616,0.8963396968064093
4200,10117987.0,150.50984442,-31.66125034,832830.7678438723,6491756.041235477,56.0,332.8912313531198,3.0,1.4700000000000002,0.552630075185924
4201,10119048.0,150.62230268,-31.61382037,843675.9835066323,6496668.700086895,56.0,346.23649394023107,5.0,3.6233333333333335,0.2085398975948941
4202,10125868.0,150.55042123,-31.5379941,837125.3198959967,6505304.447049217,56.0,323.6479030291051,6.89,3.8,0.0
4203,10124266.0,150.46757815,-31.51903698,829321.272062536,6507659.752187978,56.0,312.47801901581363,10.0,1.8890909090909087,0.5555252149658105
4204,10014271.0,146.91124932,-35.63901628,491964.8166675441,6056085.0860986095,55.0,207.4819666251725,51.8,7.5,0.0
4206,10014191.0,147.46456794,-35.29706353,542238.969072601,6093913.963273716,55.0,241.65874916125443,45.1,7.4,0.0
4207,10105995.0,150.58219451,-32.4528038,836777.7394476943,6403718.818275036,56.0,199.0766103893173,7.2,5.6,0.0
4208,10009757.0,148.06871232,-34.57177937,598029.1329992326,6173924.486150446,55.0,431.4051183046008,19.8,2.2,0.0
4209,10010982.0,153.5476638,-28.8963805,1139122.8532675803,6785798.163739182,56.0,6.326893225915807,27.0,3.2429166666666664,0.18581978650174896
4210,10052888.0,147.3713661,-34.72248527,534001.8691000668,6157668.793661738,55.0,328.5619501689578,10.2,3.09,0.0
4213,10021690.0,147.43622969,-34.99956205,539807.0256993938,6126918.583736045,55.0,249.54960236938908,22.3,2.444,1.731399433983967
4214,10063849.0,146.79844274,-33.34428525,481244.812127546,6310526.371599024,55.0,245.8941965256536,61.0,11.273333333333332,1.5492220269828625
4215,10077573.0,149.59253054,-30.20815407,749562.4439793043,6655307.094730087,55.0,200.76733500428867,123.8,12.411063829787235,0.9509037896666276
4216,10048732.0,148.82283738,-31.79621278,672569.5080629179,6480705.522268379,55.0,317.63079110048835,94.5,15.192395833333334,0.31255247823254506
4217,10049321.0,146.92329582,-34.99096966,492999.8470738868,6127955.678200619,55.0,164.13466474197725,70.1,7.729158878504672,0.6634772763651728
4218,10029964.0,146.94173976,-34.97208603,494681.8516067783,6130050.931816228,55.0,165.27529456327784,126.2,5.831503267973857,0.8579789074009198
4219,10065629.0,149.8308036,-29.40286001,774702.4764815117,6744046.266227594,55.0,205.7172027018817,61.0,13.384923076923075,1.3810955774611835
4220,10020149.0,147.3902627,-35.10696036,535565.8078010752,6115025.672816493,55.0,180.77589796663673,90.2,10.799356725146199,1.5866143829653598
4221,10053499.0,147.50644552,-33.25665117,547172.8286492714,6320145.764228991,55.0,210.51537999999906,138.7,4.513586956521738,0.8328507637100877
4222,10054052.0,149.89642412,-31.07620793,776345.4448672037,6558344.885228282,55.0,288.7867403999993,117.8,9.32190476190476,1.2262756327341915
4223,10063637.0,147.44653071,-33.43744721,541506.1454405485,6300126.788441023,55.0,209.91051012900562,100.0,3.5635294117647067,0.3726998662616057
4224,10058657.0,148.44562539,-32.12927091,636361.449803422,6444320.446745647,55.0,255.92532214456784,78.0,21.508235294117647,0.17251548248056367
4228,10010945.0,151.19607219999997,-28.895163800000002,909305.2070963735,6796378.718030167,56.0,284.0355729412496,19.2,7.413125,0.30061850304829885
4230,10104349.0,150.5806121,-32.404163,836809.9672124255,6409120.15489524,56.0,143.2219348699013,8.0,7.7,0.0
4232,10108842.0,147.27901103,-35.66987456,525251.0197126677,6052630.423938695,55.0,245.227956827887,60.0,4.987500000000002,0.4901721636323301
4233,10088592.0,147.28513221,-35.62734676,525818.6796594501,6057345.530819869,55.0,255.52736854198855,30.0,10.87,1.0296115772464878
4234,10109481.0,147.83586454,-31.58273052,579308.6119181575,6505510.970246194,55.0,188.97160673968853,15.0,2.7536363636363643,1.112370709359664
4235,10049025.0,149.32041667,-29.940550899999995,723963.0365079991,6685537.788694834,55.0,174.3161083999994,121.9,45.43369668246446,5.294649054415247
4237,10129674.0,150.4123944,-28.6660555,833536.8028498115,6824243.468271779,56.0,225.58060536447917,41.0,11.518474576271188,0.2349815251253685
4238,10123415.0,147.74215624,-35.01100708,567714.5672515205,6125484.668561878,55.0,306.41489368983366,11.0,1.023846153846154,0.40437108740779293
4239,10136246.0,146.82986243,-35.67040607,484602.3463284425,6052593.995136158,55.0,185.35301799999297,15.0,7.1125,0.4175149697915032
4271,10116963.0,150.61789746,-31.58651039,843358.1505901926,6499712.224990761,56.0,347.1056153223568,5.0,3.6,1.0148234657646948
4272,10122415.0,150.61996193,-31.59854394,843509.9539483117,6498370.778075092,56.0,345.10605063121017,5.0,4.446666666666666,0.8813940977539816
4273,10125307.0,150.46318799,-31.5299434,828865.8178511068,6506463.146977756,56.0,313.09320799999983,3.0,2.478,0.3282011578285488
4274,10120360.0,150.61211768,-31.55907538,842909.8834387602,6502773.896850876,56.0,333.17809119999987,5.0,4.212,0.6701760962612735
4275,10055515.0,146.48346413,-34.75401234,452724.39844133623,6154113.997768233,55.0,146.43829706995908,12.7,10.513474576271186,0.4230385988692935
4276,10058615.0,148.45672009999998,-30.5698284,639694.9925272693,6617167.004597436,55.0,152.22277083590674,457.2,-8.840000000000002,1.7336666346215472
4277,10050749.0,148.75590444,-32.92760551,664173.699007044,6355370.949817375,55.0,508.37997183938535,43.0,13.27,2.4901003995823143
4278,10051421.0,148.69062321,-32.33676983,659111.9169627518,6420979.054741237,55.0,319.8940674834662,15.2,6.7650000000000015,1.015
4279,10048546.0,149.39564468,-35.22982824,718014.9663059392,6098839.2642637715,55.0,843.3430866937547,42.0,9.070000000000002,0.4721228653645152
4280,10013725.0,146.73903076,-35.68124031,476385.14825935086,6051374.346740646,55.0,181.062107203881,45.4,4.01,0.0
4281,10054139.0,148.56340219999998,-32.22288146,647321.3023905375,6433787.2504892135,55.0,285.9111548125085,49.4,23.3,0.0
4282,10055391.0,148.56812375,-32.18010354,647835.4546583317,6438523.299019685,55.0,260.16140532372447,17.1,12.446967213114755,0.5314762757752272
4283,10045450.0,149.0859234,-34.94344227,690489.4318214238,6131242.352378942,55.0,607.3242631184338,38.4,10.053910256410255,1.3536700227188403
4284,10006112.0,149.26144402,-32.05898856,713492.9873626707,6450788.767153086,55.0,368.14622534930106,56.4,15.596666666666666,2.076573031596904
4285,10119047.0,150.6158027,-31.60793611,843080.5296661649,6497341.934318554,56.0,344.60331138104937,5.0,3.8325,0.4124545429498867
4286,10039388.0,150.04197827,-31.1437071,790033.0962145766,6550487.230456049,56.0,336.0958088078503,26.2,14.31,0.0
4287,10035068.0,146.43346508,-34.76345748,448154.12309063907,6153041.934425417,55.0,141.05563231490308,53.6,10.883333333333333,5.2373615070525315
4288,10136739.0,150.34896294,-28.90308725,826592.3360768738,6798134.791975891,56.0,257.72453393744667,488.0,20.675,0.6750000000000007
4289,10159332.0,151.1923,-33.2997,890437.1416688572,6307636.809509983,56.0,279.3683199999931,60.0,35.0,0.0
4290,10055608.0,147.45455138,-33.79372339,542078.196843257,6260622.341873232,55.0,211.9660175360281,43.6,14.066666666666668,2.19291789378647
4291,10043320.0,147.38155077,-34.65936497,534960.9005498579,6164664.803762526,55.0,334.3698769286161,5.2,1.435,0.125
4293,10044503.0,150.46586326,-31.49370494,829247.2549911588,6510474.908711638,56.0,311.59226569833635,39.6,2.804632352941177,0.7239260891021257
4295,10020231.0,147.93927099,-34.69566944,586027.5245473105,6160303.791588868,55.0,384.92594869844595,30.5,4.3633333333333315,0.25505990581735005
4296,10041724.0,148.79590101,-32.59093702,668547.143831867,6392637.234811867,55.0,356.08850298165703,16.2,3.5466666666666664,1.9723139258805185
4297,10000584.0,149.18368939,-34.11288478,701410.0708334253,6223174.324374554,55.0,731.6946774048818,15.1,3.69,0.16999999999999993
4304,10158251.0,147.7756,-32.3307,572996.3619480786,6422643.508890683,55.0,211.4015040000013,234.6,44.759285714285724,1.2046959562224715
4307,10157971.0,149.6786229,-29.28638954,760225.061583684,6757307.230833175,55.0,192.92330163169052,51.0,15.35674418604651,0.34006306480944576
4308,10158010.0,150.4104,-31.0238,825587.3299616737,6562762.6152637005,56.0,273.74800000000164,137.5,10.597719298245616,2.5831070761431008
4310,10158009.0,148.46034,-31.454827,638753.722871521,6519067.181050828,55.0,240.0,116.5,32.343544303797465,0.9094024160767816
4312,10157992.0,149.6383614,-29.41787327,755982.9988145789,6742819.987157129,55.0,193.0,74.0,16.29803680981595,3.1801541149705392
4314,10035909.0,149.18725556,-29.65343457,711711.3134956185,6717615.974443472,55.0,163.97582106682606,838.5,-13.138,9.97166264972898
4315,10004389.0,148.13232423,-34.87150209,603490.0811257224,6140621.995080097,55.0,295.186678284482,36.6,5.4,0.0
4316,10069521.0,148.80426234,-35.01344495,664624.3618727642,6123978.420190808,55.0,531.5030799151928,25.6,8.44,0.0
4317,10017849.0,149.45808703,-30.03759944,737023.9212239305,6674502.254769706,55.0,188.94159258122147,97.5,21.55665116279069,1.0704404414901925
4318,10022237.0,149.69280681,-30.23120903,759158.2056515069,6652526.680407188,55.0,206.78346720000354,42.7,8.321645569620253,0.40720752351363815
4319,10017852.0,149.65447498,-30.33926473,755187.68254699,6640633.120934254,55.0,217.21176759999975,93.0,32.744417670682736,1.5621547529414446
4320,10049959.0,147.49858911,-35.12337029,545428.8838989814,6113161.775979626,55.0,186.43446562742352,86.9,7.089483870967741,1.2083690920588297
4321,10039543.0,147.15998492,-35.06185393,514587.90080556384,6120085.835020555,55.0,172.89907278460709,64.0,6.835913043478262,0.7533437296793934
4322,10048731.0,148.82283738,-31.79621278,672569.5080629179,6480705.522268379,55.0,317.63079110048835,94.5,15.199578947368414,0.3214896766435364
4323,10043871.0,149.45419929,-30.17093273,736331.1594627121,6659728.879107051,55.0,193.01607229416686,111.3,17.272187499999998,1.4201037879025529
4324,10052879.0,147.8969,-32.1882,584545.0024188387,6438350.925349249,55.0,218.21199999999783,199.6,54.12754716981132,4.658088888893342
4325,10043873.0,150.01419182,-30.46481785,789412.8145227943,6625845.3159259185,56.0,242.18436274381713,87.2,8.109090909090908,0.6947468600344624
4326,10039103.0,149.46392088,-30.11482159,737402.0174645715,6665929.2424095115,55.0,191.1968097830201,60.4,18.937155963302754,1.5166444079213552
4327,10043311.0,149.51503179,-30.19204348,742139.2953017142,6657260.657869549,55.0,197.13816962389959,121.0,12.535789473684213,1.8236992411540471
4328,10043312.0,149.51503179,-30.19204348,742139.2953017142,6657260.657869549,55.0,197.13816962389959,121.0,16.863301435406694,3.5211472018747907
4331,10009806.0,150.13375089,-29.476264399999998,803896.1420263024,6735154.51630849,56.0,230.5850083908983,48.0,10.137114427860695,0.5402225742157896
4332,10007533.0,147.33178835,-35.098174900000004,530240.0875486031,6116019.2802864155,55.0,179.12201338677625,106.7,5.984000000000001,1.3401681486539914
4333,10041134.0,147.94843306,-34.04427785,587541.7712652723,6232528.914155167,55.0,272.6852832000019,88.4,54.9,0.0
4334,10053059.0,149.98002627,-30.53454026,785926.6163832139,6618200.93552745,55.0,232.86021108587434,125.5,8.044056603773585,0.7023172941781181
4335,10065739.0,150.33669426,-31.11398259,818245.9632376315,6552973.933169981,56.0,271.0,66.1,11.464692307692307,2.3722712870098976
4336,10063395.0,150.4104,-31.0238,825587.3299616737,6562762.6152637005,56.0,273.74800000000164,137.5,13.887543859649119,4.673027224515046
4338,10047804.0,148.54034119999997,-31.64565946,646058.1795568173,6497808.950467436,55.0,265.340944000001,111.0,28.04183098591549,0.802659856149338
4339,10065639.0,150.14586085,-30.85759489,800840.4515257091,6581941.244631896,56.0,256.2339724039323,112.5,10.407500000000002,0.7742774645469563
4340,10073149.0,150.14002674,-30.80176149,800456.3526293237,6588148.988697825,56.0,253.41680502458686,87.0,10.214383561643837,0.552887777018407
4341,10134398.0,150.11092219999998,-28.5913472,804269.2822263085,6833332.709133808,56.0,209.88355684531174,45.0,9.50593220338983,0.2778801024467623
4343,10011176.0,153.3710694,-29.084244399999996,1120716.6010294184,6765861.008207042,56.0,6.940245043588918,35.5,1.6400000000000003,0.6970960171618091
4347,10032539.0,150.93475244,-32.08675621,871436.1080774728,6443166.413182545,56.0,197.8217521960773,7.7,3.5035135135135134,1.4612558763966943
4348,10056818.0,150.85753197,-32.15231221,863880.9323838116,6436156.579506135,56.0,169.01102560000112,11.3,6.965833333333333,1.7070806382697787
4349,10102976.0,151.96114495,-32.12700651,968215.3605664492,6434689.794354681,56.0,111.53120588148347,6.03,1.97,0.31824518849465744
4352,10113552.0,148.88646654,-33.7553865,674721.0374978948,6263367.156371979,55.0,551.4882685904277,9.14,4.381666666666667,1.0798520989263092
4354,10127989.0,147.62729087,-30.80177626,560009.0778248429,6592197.680064192,55.0,145.83947280274512,14.5,4.042857142857144,0.9372637117194512
4355,10137566.0,147.53165443,-30.89728061,550809.6244613846,6581660.812242376,55.0,148.42035786172718,23.0,4.19,0.0
4356,10138235.0,147.65586122,-31.04975826,562580.5967431288,6564698.833139429,55.0,156.4709912,21.5,7.37,0.0
4357,10122886.0,150.46265097,-31.53694907,828790.2012400427,6505687.646004455,56.0,313.9338883999997,2.56,2.78625,0.5590826750132756
4358,10133960.0,150.29180047,-31.44504919,812865.283597976,6516381.9327277895,56.0,339.90330244561295,2.7,2.49,0.0
4359,10121534.0,150.22821334,-31.31888141,807229.770185503,6530555.2269824175,56.0,296.8265767677289,2.6,2.55,0.0
4360,10027645.0,147.24646081,-30.48177887,523654.9522060453,6627801.876155358,55.0,132.63484139161994,305.7,-11.368,2.995380777130013
4361,10034487.0,148.07449230000003,-29.245944399999996,604409.9974588418,6764287.005803382,55.0,148.57262800985427,1060.4,-63.242222222222225,24.950705079228072
4362,10027649.0,148.94031841,-30.22204661,686738.9375419004,6655017.708615413,55.0,161.53082520000166,674.1,-9.626428571428573,3.4628510284010137
4363,10035912.0,147.89950422,-30.35344135,586447.7770986164,6641706.498730474,55.0,131.8043312079147,529.1,-8.36,0.0
4364,10011114.0,147.63340024,-30.64538734,560691.4266940346,6609525.977007465,55.0,142.41212209495376,380.4,-5.6433333333333335,2.4859650484715634
4365,10024231.0,147.68701030000003,-30.63622035,565834.5824410395,6610511.715949936,55.0,140.10850431768873,320.0,-3.98,0.0
4368,10052576.0,146.63618381,-29.25594933,464651.85102065577,6763602.003382004,55.0,129.7522933394015,462.7,-45.286,5.322529223342354
4369,10000343.0,147.15840004,-29.40344718,515367.871955511,6747304.118192693,55.0,129.9575219216243,502.9,-41.300625,13.933227582271632
4372,10000668.0,148.24671821,-29.97371743,620279.5475385438,6683473.117281761,55.0,135.06943539423642,875.7,-12.304666666666664,6.697552654183134
4373,10025136.0,150.12330037,-32.5080682,793435.8834954336,6398945.70821844,56.0,364.93191761782236,11.6,1.5,0.0
4374,10015468.0,147.87525393,-32.01360796,582661.6181908291,6457721.246115258,55.0,210.0,146.3,35.25019607843138,1.5896817910661765
4375,10030559.0,148.20954026,-34.15205515,611502.0904235243,6220323.4632997215,55.0,364.99171214263987,99.1,19.976666666666667,7.375926307175857
4376,10040806.0,151.12739598,-32.56625692,887581.5674169237,6389273.899856895,56.0,50.90675214922881,50.8,13.6,0.0
4377,10056111.0,148.28286867,-33.82733175,618713.1100296748,6256248.94328789,55.0,427.55450528339514,60.3,33.617999999999995,5.449852842049959
4379,10033672.0,148.0919986,-30.6292695,604652.9951937564,6610975.000785388,55.0,141.0,724.2,-7.003333333333333,3.483918611117213
4380,10012751.0,148.613957,-32.23371445,652067.6355452059,6432515.786262155,55.0,262.1884847953519,30.5,13.728571428571426,0.3278905989777064
4381,10039671.0,147.90701380000002,-31.0373272,586556.9939372304,6565908.001875464,55.0,159.0,648.3,-4.331111111111111,0.5481168659742482
4382,10011092.0,148.88754257,-30.35426909,681415.191865592,6640447.258168614,55.0,164.04910041367617,518.2,-7.14,0.0
4383,10019597.0,150.64752686,-31.51953673,846419.7114473281,6507048.512680331,56.0,356.2378575416867,36.6,9.0,0.0
4384,10026088.0,148.19981773,-34.06149934,610723.6940211616,6230375.692049796,55.0,361.76572823761205,94.5,53.355,2.8310289648818485
4385,10024659.0,149.08255844,-32.11010058,696492.313187785,6445461.709252836,55.0,335.32713982478896,8.8,6.044848484848485,1.2010781046238397
4386,10011314.0,147.58789766,-35.19650595,553518.3844998125,6105006.558832327,55.0,273.2502998047961,32.9,5.134375,0.9127086662100892
4388,10117857.0,150.09747323,-30.99702953,795780.8779315284,6566607.32872762,56.0,361.33547559027016,5.4,2.4,0.0
4390,10006681.0,147.55167769999997,-29.456769399999995,553495.86528004,6741279.868035048,55.0,133.0,659.0,-13.983749999999995,5.7997903787550795
4391,10009107.0,148.64312248,-32.18704746,654895.0515584026,6437647.8911616225,55.0,263.2517682088535,14.3,13.835,0.2283819899495871
4392,10067852.0,151.26447556,-32.58925283,900361.3999069383,6386213.024111835,56.0,32.74881031991618,15.9,13.6,0.0
4393,10066984.0,148.61034556,-32.2039922,651776.7157633754,6435816.061949501,55.0,259.2531201572985,16.8,15.384666666666664,0.6027256608293878
4394,10000369.0,149.60780748,-30.13287632,751224.580739324,6663619.389715643,55.0,198.68756736341967,45.1,15.817900355871885,0.7048122871927031
4395,10028287.0,147.42017086,-35.66238437,538029.8618010579,6053415.702931035,55.0,271.0759963947904,76.2,6.286511627906977,0.4848633646945614
4397,10033022.0,147.8259138,-35.0729416,575299.9530777783,6118556.070158586,55.0,214.38100072601694,48.8,6.961569767441858,0.8208031948447738
4398,10031526.0,150.68916893,-29.08203761,859172.5365615534,6777299.859112423,56.0,312.4048753706449,82.9,15.754545454545456,0.2643126123074594
4399,10034723.0,150.5434805,-31.437761100000003,836825.5261747356,6516444.728427028,56.0,324.888332553759,69.2,21.053014705882354,3.6163475480129157
4400,10045758.0,146.74549398,-34.8266414,476727.0032528369,6146151.950979472,55.0,157.55217596125902,137.2,7.426037735849057,0.6102881254459097
4401,10057831.0,149.77223623,-30.30749437,766599.0332865042,6643884.627757426,55.0,211.16834759999955,114.3,7.0492307692307685,2.135070468160365
4402,10056436.0,150.05530247,-30.485095299999998,793301.0714342217,6623490.53249334,56.0,251.92639286873543,64.3,5.607238493723849,0.4474473270506378
4403,10054117.0,146.95836109,-34.92237983,496196.7958981801,6135563.871086402,55.0,167.18805211412638,70.4,10.943944954128439,0.9991023662540068
4404,10051173.0,148.07118033,-32.2663853,600887.6339215145,6429533.380160768,55.0,227.98058611945373,115.2,46.08462809917354,3.3888538839574864
4405,10063295.0,148.53127697,-33.60863918,642061.9104458538,6280185.028074408,55.0,279.24084954317,107.3,18.905723684210532,1.6538911860302457
4406,10048629.0,149.67364081,-30.27315355,757203.573915429,6647919.739770299,55.0,206.0,94.5,9.225564853556484,2.506768660265024
4407,10042719.0,148.55891831,-33.61393086,644617.6990453055,6279559.958499581,55.0,279.5709149806513,75.0,8.02378151260504,1.8147893789854468
4408,10051517.0,149.67364073,-30.26315356,757229.6634235462,6649028.4629855035,55.0,205.69936009763333,83.8,9.891848739495801,2.9176488365502076
4409,10002884.0,149.89641558,-30.40842983,778259.776334011,6632394.021505505,55.0,222.67648812403638,115.8,5.515107296137339,0.7164972687505682
4410,10002360.0,149.17199891,-31.85759974,705495.309459398,6473291.68985362,55.0,362.2243389070416,90.0,7.887263157894738,0.3505888042925657
4411,10005706.0,149.85807634,-29.53037565,777002.9687949383,6729843.916064792,55.0,212.8209952,63.2,26.43117021276596,0.4546727988414722
