Well name,Longitude,Latitude,Depth,Basin,dTdz,sigma_dTdz,dTcdz,sigma_dTcdz
Steve McGrath 1,150.83045011,-33.96841694,220.0,Sydney,0.0036815464858308104,0.04153086674089308,0.0026978313134158266,0.04154680222797894
Shoalhaven Ex-ser 1,150.63206341,-34.88944682,200.0,Sydney,0.01673357063178175,0.01030826644533057,0.015745973129960306,0.010302935473188222
Currockbilly 1,150.39551413,-34.42381389,220.0,Sydney,0.008365151172252686,0.07669688934619026,0.007373934064173203,0.07671996188365678
GW40993,150.643643772,-34.53063999,143.0,Sydney,0.007293722943722963,0.006013204931864083,0.006281539632034622,0.0060190264698900976
Loder 1,151.134477614,-32.633698467,2062.58,Sydney,7.169632978500623,5.063968093615565,7.170575924140668,5.064422708864721
Bulli 1,150.87018025,-34.254139889,401.6,Sydney  ,0.021972071815332003,0.0,0.02108842120262182,0.0
Dunsmore 1,150.443377271,-34.47462346,183.0,Sydney,-0.026611047699546933,0.049016959093490416,-0.027605655767000147,0.049037439337104596
John Kinross 1,150.39014569,-34.5008572,107.0,Sydney,-0.011140744842295245,0.044845464329019105,-0.01215766791374436,0.04485123907248235
Hurdle Ridge 1,150.35233151,-34.44843363,190.0,Sydney,0.013266953665124365,0.018182609433437472,0.01227568039564987,0.018204304940310004
Wallabella 1,149.166402972,-26.762312528,1935.48,Bowen,0.020685348528608215,0.0,0.021057913121536164,0.0
Rosalind Park 07,150.7739119,-34.1187126,615.85,Sydney,0.024128339285723895,0.007490588839320478,0.02338036691491154,0.0077184375317824565
West Peak Downs,148.22663061,-22.21484805,525.4,Bowen,0.050749999999999997,0.020843164347094757,0.04998861,0.020882191681224425
Hunter Randwick Park 1,150.80266672,-32.439695549,700.0,Sydney,0.0,0.0,0.0,0.0
Liverpool Catholic Club,150.874905556,-33.929186111,277.35,Sydney  ,0.017537142857142845,0.011827037857798399,0.016574594200000015,0.01182660688215933
John Bamfield 1,150.960759629,-33.58976309,266.11,Sydney,-0.005504266432277415,0.035803952671429023,-0.006466906505019406,0.03583761693078446
Jilliby 1,151.38656,-33.25435,620.59,Sydney,0.029570990365556587,0.010030108189599112,0.02882933774263244,0.01024676175999351
Tugolong Vineyard 1,150.14765951,-34.51521778,157.0,Sydney,-0.0003472773368606846,0.038941335822062884,-0.0013570882297178966,0.038950557016318034
Lepington Pastoral Co 2,150.69418674,-33.91908124,335.2,Sydney,0.017342260986813858,0.011748352260598003,0.016414924003201534,0.011743149223525111
Wybong 1,150.603677889,-32.275025,763.0,Sydney,0.05281770833333331,0.028789676257026116,0.052266413750000004,0.029071186037404672
Rowsthorne 1,150.45689585,-34.494378048,201.73,Sydney  ,0.011607579296318327,0.02006488717151696,0.010619949872601371,0.020089517992035875
Jerrys Plains,150.941145306,-32.473144765,1595.3,Sydney,0.02555808101306924,0.0,0.025929948318315885,0.0
Slade Bore,150.553111058,-34.347547254,148.14,Sydney  ,0.00671689724632388,0.016508540065836033,0.005712137599791806,0.01652440892474795
Cook Cove 2,151.153209316,-33.94379303,163.0,Sydney,0.0006003009156253171,0.004427308777101556,-0.0004008875995363791,0.004447445439519262
Teviot Brook 1,148.091628167,-21.819077083,800.45,Bowen,0.05667883335141772,0.010930000586410468,0.05646596915086978,0.010996065347968993
Lower Portland 1,150.86355696,-33.432681966,886.05,Sydney,0.01387651442607935,0.0,0.013850285190890559,0.0
Camberwell 2,151.105587032,-32.541278863,1171.5,Sydney,0.023881277659427103,0.003502406379638099,0.02420500336606653,0.00355039945910307
Yellowbank 1,148.3936139,-25.43316111,1463.0,Bowen,nan,nan,nan,nan
Upper Colo 1,150.736092819,-33.420839014,960.6,Sydney,0.0034444843511514337,0.0007810878230906654,0.0026006604655881165,0.0008510706053843246
River Paddock 2,148.15996392,-22.08623789,650.0,Bowen,0.058472222222222266,0.015454336931177728,0.058002291785714304,0.015544432977583261
Boomi 1,149.561111,-28.7575,1695.2,Gunnedah/Bowen,0.0,0.0,0.0,0.0
Dabbin Holding 1,148.00218484,-21.60207422,872.14,Bowen,0.04966666666666676,0.008987645841808634,0.0495370936111113,0.008994200657110357
Southlands 1,150.24993499,-34.589464045,98.15,Sydney  ,0.011448653357935944,0.03002318884645012,0.01042963779401707,0.030030362483710767
Hawkesbury Munmorah 3,151.495261,-33.235178,245.0,Sydney,0.022113450292397648,0.0040881795790354185,0.021147528374268993,0.004127946883448562
GW75401_2,150.638985171,-34.531279767,146.0,Sydney,0.010010666666666678,0.004628707715022693,0.009017972000000004,0.004650050786688358
GW7095_3,150.643643772,-34.53063999,143.0,Sydney,0.007680000000000007,0.0,0.006700600000000065,0.0
Appin 2,150.754286302,-34.189153942,627.9,Sydney,0.0,0.0,0.0,0.0
Carborough 1,148.30579182,-21.65179427,533.7,Bowen,0.031988095238095246,0.008665628208323825,0.03134262059523817,0.008689790783316748
Glenelg 1,150.49388163,-34.48207103,212.0,Sydney,0.01659448621553885,0.008094713717817828,0.015607109035087718,0.008092815546544683
Limebon 1,150.063056,-28.818333,2010.1,Gunnedah/Bowen,0.0,0.0,0.0,0.0
Monivae 7,150.25805,-27.74397778,1861.7,Gunnedah/Bowen,0.027312101562285755,0.010900667432166129,0.026286150689485484,0.010900586119330669
Bootes Creek 1,148.360833333,-24.310277778,1260.0,Bowen,0.016179337231968804,0.0,0.016410397660818702,0.0
GW041067,150.625694613,-34.529828159,145.0,Sydney,0.007283785658785701,0.007268002547566232,0.006290222215284728,0.0072894309702599795
Smoky Creek 1,148.189627361,-21.889687417,1107.79,Bowen,0.05064197530864202,0.016250561314691006,0.05081628933421519,0.016226003880008322
Glencoe 1,149.620028,-28.670639,1958.0,Gunnedah/Bowen,0.0,0.0,0.0,0.0
Wilga Park-1,149.673359817,-30.362208214,795.2,Gunnedah,0.0,0.0,0.0,0.0
GBD3,150.977121264,-32.653820234,378.61,Sydney  ,0.04763262583472652,0.020865034895675778,0.046727986593840844,0.020859694368341907
Camurra 1,149.933889,-29.382056,882.4,Gunnedah/Bowen,0.0,0.0,0.0,0.0
PZ07C,149.717609364,-32.164618,121.0,Sydney  ,0.0,0.0,0.0,0.0
GW040945,150.643643772,-34.53063999,143.0,Sydney,0.0,0.0,0.0,0.0
Pearl 1,149.50475,-28.877333,1576.0,Gunnedah/Bowen,0.0,0.0,0.0,0.0
Narellan 3,150.709403,-34.019506,1036.0,Sydney,nan,nan,nan,nan
Winchmore Hill 1,150.14334099,-34.47266014,91.0,Sydney,0.014260207488718682,0.008338457039228574,0.013241033169346914,0.008339959861692059
Blackdown 4,148.98329701,-23.63428212,947.93,Bowen,0.04416535734517484,0.016437427782256667,0.04429019040988254,0.016467897985948565
Wingecarribee 1,150.48239423,-34.53966596,175.0,Sydney,0.01136824308152227,0.01651994526657937,0.010373024178859894,0.016537234444925053
GW273190 Average,150.633519687,-33.772965736,234.0,Sydney  ,0.014352777777777749,0.009175669400682393,0.01341694583333329,0.009195988064891287
Griffiths 1,150.41050199,-34.46338325,148.7,Sydney,-0.038780399230399124,0.07183085795122304,-0.039798106611351476,0.07183765147973792
Bullli 1,150.87018025,-34.254139889,401.6,Sydney  ,0.013290003601968461,0.02233736282471961,0.012391918477029161,0.022389566794166246
Comfort Hill 1,150.256970465,-34.558153369,115.0,Sydney,0.036897212363751375,0.04301934802693754,0.03588244276994365,0.04301144427524323
Annandale 1,148.2452394,-21.94540456,704.0,Bowen,0.03837719298245617,0.010175627644946823,0.037920925877192986,0.010278652096768134
Mangrove Creek 4,151.14117854,-33.34708255,135.0,Sydney,0.018693783303977227,0.006246543578379668,0.01768395591195505,0.0062384931633781456
Kulnura 1,151.197287,-33.21388,2472.53,Sydney,0.0,0.0,0.0,0.0
Riverstone 1,150.813051,-33.676951,1537.0,Sydney,0.0,0.0,0.0,0.0
The Lanes 1,150.713699404,-34.023258026,301.73,Sydney  ,0.023571622298094643,0.022616439155056296,0.022628176061678076,0.022576984800251488
Kirkham 1,150.708666048,-34.0259279,2562.14,Sydney,0.01669459709206158,0.001144420425922037,0.01695237865203884,0.001199681897394292
Barb 1,149.8,-29.075278,1704.1,Gunnedah/Bowen,0.0,0.0,0.0,0.0
Goulburn River 1,150.652304444,-32.425223556,609.0,Sydney,0.05545352031614416,0.008605291751419806,0.05464041279047083,0.008700588345287974
Shellharbour Links GC,150.855619251,-34.605713393,200.0,Sydney  ,0.026321106442576958,0.015859054606064668,0.025328993361344546,0.015871513180206038
DM Surveyors Creek 1,151.545644444,-32.840166667,495.0,Sydney,0.02179770955165693,0.007187089176814885,0.02096317645224173,0.007320552116825706
Victoria Park 1,150.548683,-34.137279,1261.0,Sydney,nan,nan,nan,nan
Elizabeth Macarther 01V,150.73442,-34.108495,640.5,Sydney,0.023890047489602464,0.009435832093099013,0.023158394625092907,0.009633494148594341
St Alloysius Oval Bore,151.206396843,-33.793448331,220.26,Sydney  ,0.0071705964162540135,0.00945606200858226,0.00619330340343264,0.009488608019470534
Ourimbah Soccer Oval 1,151.37188547,-33.35521104,97.0,Sydney,0.000803574303893778,0.013853449919484524,-0.0002140632448580733,0.013861135259399622
Abercorn 1,151.207777778,-25.130277778,2699.0,Bowen,0.018879350421514663,0.008901892031358275,0.019072321639074866,0.008788347886722864
North Ellensfield 1,148.182653639,-21.665604694,1006.55,Bowen,0.042470593542321175,0.007880270952422408,0.04232632809341094,0.007826324737558671
GW040954_2,150.638985171,-34.531279767,146.0,Sydney,0.024295000000000018,0.0009926101953939381,0.02332980500000001,0.0009752509197509186
North Moranbah 1,148.02385336,-21.88985068,452.0,Bowen,0.05600000000000001,0.0071833139984271805,0.055260302000000025,0.007264488869795038
Hunter Randwick Park,150.80266672,-32.439695549,700.0,Sydney,0.040974263690935216,0.004505258468124208,0.04051057444989561,0.004302449663377303
Bigg Adder Hill 1,150.774878611,-32.478715222,655.0,Sydney,nan,nan,nan,nan
Mt Broughton 4,150.3483256,-34.56905315,183.0,Sydney,-0.014441103427016776,0.057407832472272206,-0.015435769837762866,0.0574210863738252
Wilton 2,150.679807057,-34.221983524,193.33,Sydney  ,-0.007595031815654372,0.054830857333538076,-0.008586229576701594,0.054848198420383
Warrinilla 3,148.6011083,-24.96094167,2290.0,Bowen,0.014763406940063095,0.0,0.015036242271293382,0.0
Mt Pleasant 1,150.063611,-29.169461,2266.2,Gunnedah/Bowen,0.0,0.0,0.0,0.0
Stockyard Mt 1,150.7925,-26.3733333333,415.1,Bowen,0.022879106799670545,0.0,0.022963457490619583,0.0
Elgin 2,150.32359718,-34.58881366,175.56,Sydney,0.006650768551251145,0.04123201880675233,0.005655586918687795,0.04125150087605198
Castlereagh 1,150.669494,-33.636761,1018.0,Sydney,nan,nan,nan,nan
Werrina 2,149.4,-28.796944,1567.0,Gunnedah/Bowen,0.0,0.0,0.0,0.0
Comet River 1,148.65,-24.627777778,1908.7,Bowen,0.024516058915211743,0.021476441939944597,0.024926165960326162,0.02149022539458226
St Michaels GC 1,151.24621198,-33.99078128,210.0,Sydney,0.009295079365079392,0.007392011595265578,0.008309983544973542,0.007399180038198777
Coonarah-1A,149.542414,-30.369664,650.0,Gunnedah/Bowen,0.0,0.0,0.0,0.0
PZ26A,149.750190375,-32.065558744,263.0,Sydney  ,0.05444000000000002,0.0,0.053525880000000116,0.0
Narellan 1,148.69307875,-27.015371444,1464.0,Bowen,nan,nan,nan,nan
Kangaloon 3J,150.630837816,-34.577133009,350.52,Sydney,0.013200000000000012,2.0412414523181697e-05,0.012206199999999967,1.5554259866708285e-05
PZ07A,149.747939794,-32.164669538,247.0,Sydney  ,0.07042000000000001,0.026307519837491283,0.06951402000000001,0.026318379242017704
Camberwell 1,151.101797,-32.540517,1906.8,Sydney,0.021688090659068245,0.008806497042392199,0.02202131309739451,0.008780674906570385
Goondiwindi 1,150.191111,-28.640278,2222.6,Gunnedah/Bowen,0.0,0.0,0.0,0.0
GB2,150.946178973,-32.629346508,301.35,Sydney  ,0.02578446971797637,0.15046447452584366,0.024841044819721513,0.15048915625573797
Campa 1,150.31044398,-34.597160096,169.0,Sydney,0.006067498728599193,0.032061126384811775,0.005066449640546959,0.032076805962777864
GW40972,150.62192826,-34.528934806,175.0,Sydney,0.008106666666666673,0.02039789095851712,0.007105665571428596,0.02041300588273714
Cardrona 1 (GW72207),150.34372587,-34.568051591,109.0,Sydney,-0.050251129972105596,0.06424523661733575,-0.05126802225284656,0.06425262732830314
Chester 1,149.965733,-28.866622,1995.0,Gunnedah/Bowen,0.0,0.0,0.0,0.0
Frank Attard 1,150.503815044,-34.049313717,310.86,Sydney  ,0.015996458367748965,0.011581715051777295,0.015058129635268114,0.011611523227087797
Pinegrove 1,150.9650581,-32.5624554,511.0,Sydney,0.05123851851659278,0.0059743335489151565,0.05041594269514926,0.005860566333971223
Hawkesbury Lisarow 1,151.384628224,-33.3775791859,1000.0,Sydney,0.5020198629611412,1.7914562604803328,0.5017904404392167,1.7913808778791234
Quack 1,149.500981,-28.73389,1670.3,Gunnedah/Bowen,0.0,0.0,0.0,0.0
Martindale 1 & 1A,150.615294592,-32.515964683,1181.4,Sydney,0.0,0.0,0.0,0.0
Mangrove Creek 6,151.14117854,-33.34708255,135.0,Sydney,0.020059681967638448,0.010933570341416971,0.019035479275445577,0.010936497011656676
Cooks Cove 1 Average,151.1539649,-33.94136972,300.0,Sydney  ,0.008057835497835498,0.0030775892630020333,0.0070715234632034865,0.003105279791757774
Bluff 1,149.1477379,-23.49844813,648.75,Bowen,0.03933333333333339,0.006839428176227727,0.03880895791666663,0.006968304952644159
MacIntyre 1,149.85,-28.619444,2535.63,Gunnedah/Bowen,0.0,0.0,0.0,0.0
Cut Hill 3A,150.731304,-33.982229,825.8,Sydney,3.574152933057276,6.89031543528097,3.574158414245205,6.890344040199019
Elanora GC,151.275616651,-33.691588969,141.5,Sydney  ,-0.012662005096352997,0.07148483298327699,-0.013669225033444782,0.07149550684454462
Carlisle Downs,148.513483306,-25.753444278,1414.4,Bowen,-0.0021488760482657587,0.011568569383930668,-0.0031748687127098624,0.011571389311030264
