# eastings,northings,RL
820123.398,6113685.370,76.050
825160.545,6113685.370,52.407
830197.692,6113685.370,39.334
835234.839,6113685.370,-3.551
840271.986,6113685.370,-12.548
845309.133,6113685.370,25.365
850346.280,6113685.370,20.357
855383.427,6113685.370,-100.757
860420.574,6113685.370,-127.022
865457.721,6113685.370,-131.728
870494.868,6113685.370,-180.861
875532.015,6113685.370,-478.338
880569.162,6113685.370,-887.766
885606.309,6113685.370,-1210.821
890643.456,6113685.370,-1634.446
895680.602,6113685.370,-2070.424
900717.749,6113685.370,-2175.882
905754.896,6113685.370,-3123.843
910792.043,6113685.370,-3919.334
915829.190,6113685.370,-4024.712
920866.337,6113685.370,-4843.761
925903.484,6113685.370,-4887.703
930940.631,6113685.370,-4864.949
935977.778,6113685.370,-4710.991
941014.925,6113685.370,-4859.120
946052.072,6113685.370,-4842.893
951089.219,6113685.370,-4737.439
956126.366,6113685.370,-4794.055
961163.513,6113685.370,-4786.363
966200.660,6113685.370,-4864.748
971237.807,6113685.370,-4893.952
976274.954,6113685.370,-4874.258
981312.101,6113685.370,-4816.819
986349.248,6113685.370,-4860.163
991386.394,6113685.370,-4860.369
996423.541,6113685.370,-4895.631
1001460.688,6113685.370,-4938.651
1006497.835,6113685.370,-4859.921
1011534.982,6113685.370,-4964.196
1016572.129,6113685.370,-5003.495
1021609.276,6113685.370,-4906.295
1026646.423,6113685.370,-4834.636
1031683.570,6113685.370,-4833.077
1036720.717,6113685.370,-4872.061
1041757.864,6113685.370,-4911.389
1046795.011,6113685.370,-4932.720
1051832.158,6113685.370,-4972.137
1056869.305,6113685.370,-4938.587
1061906.452,6113685.370,-4860.978
1066943.599,6113685.370,-4781.304
1071980.746,6113685.370,-4805.520
1077017.893,6113685.370,-4856.641
1082055.040,6113685.370,-4849.529
1087092.187,6113685.370,-4797.344
1092129.333,6113685.370,-4782.056
1097166.480,6113685.370,-4804.773
1102203.627,6113685.370,-4814.957
1107240.774,6113685.370,-4833.985
1112277.921,6113685.370,-4923.678
1117315.068,6113685.370,-4953.504
1122352.215,6113685.370,-4836.614
1127389.362,6113685.370,-4663.446
1132426.509,6113685.370,-4695.785
1137463.656,6113685.370,-4847.532
1142500.803,6113685.370,-4867.217
1147537.950,6113685.370,-4855.765
1152575.097,6113685.370,-4853.323
1157612.244,6113685.370,-4821.447
1162649.391,6113685.370,-4730.699
1167686.538,6113685.370,-4525.016
1172723.685,6113685.370,-4443.252
1177760.832,6113685.370,-4520.609
1182797.979,6113685.370,-4531.261
1187835.126,6113685.370,-4504.793
1192872.272,6113685.370,-4580.465
1197909.419,6113685.370,-4717.236
1202946.566,6113685.370,-4822.741
1207983.713,6113685.370,-4897.277
1213020.860,6113685.370,-4977.157
1218058.007,6113685.370,-5008.095
1223095.154,6113685.370,-4959.410
1228132.301,6113685.370,-4913.525
1233169.448,6113685.370,-4905.800
1238206.595,6113685.370,-4979.293
447374.524,6118700.784,137.275
452411.671,6118700.784,161.249
457448.818,6118700.784,143.841
462485.965,6118700.784,152.896
467523.112,6118700.784,157.640
472560.259,6118700.784,171.587
477597.406,6118700.784,180.297
482634.553,6118700.784,181.593
487671.700,6118700.784,170.455
492708.847,6118700.784,171.836
497745.993,6118700.784,166.434
502783.140,6118700.784,169.597
507820.287,6118700.784,172.933
512857.434,6118700.784,172.423
517894.581,6118700.784,174.415
522931.728,6118700.784,181.141
527968.875,6118700.784,178.014
533006.022,6118700.784,191.320
538043.169,6118700.784,236.722
543080.316,6118700.784,216.015
548117.463,6118700.784,286.970
553154.610,6118700.784,339.978
558191.757,6118700.784,285.619
563228.904,6118700.784,195.000
568266.051,6118700.784,205.306
573303.198,6118700.784,270.443
578340.345,6118700.784,202.528
583377.492,6118700.784,206.766
588414.639,6118700.784,273.909
593451.786,6118700.784,316.579
598488.932,6118700.784,328.110
603526.079,6118700.784,219.851
608563.226,6118700.784,299.837
613600.373,6118700.784,445.252
618637.520,6118700.784,519.235
623674.667,6118700.784,600.199
628711.814,6118700.784,570.055
633748.961,6118700.784,749.201
638786.108,6118700.784,785.342
643823.255,6118700.784,702.467
648860.402,6118700.784,690.882
653897.549,6118700.784,572.910
658934.696,6118700.784,907.323
663971.843,6118700.784,581.605
669008.990,6118700.784,648.794
674046.137,6118700.784,414.340
679083.284,6118700.784,512.950
684120.431,6118700.784,567.201
689157.578,6118700.784,663.090
694194.725,6118700.784,649.126
699231.871,6118700.784,617.221
704269.018,6118700.784,584.169
709306.165,6118700.784,674.829
714343.312,6118700.784,788.893
719380.459,6118700.784,673.000
724417.606,6118700.784,673.328
729454.753,6118700.784,704.240
734491.900,6118700.784,809.760
739529.047,6118700.784,740.396
744566.194,6118700.784,668.749
749603.341,6118700.784,677.496
754640.488,6118700.784,698.131
759677.635,6118700.784,615.822
764714.782,6118700.784,574.678
769751.929,6118700.784,602.310
774789.076,6118700.784,580.604
779826.223,6118700.784,411.460
784863.370,6118700.784,697.771
789900.517,6118700.784,697.290
794937.663,6118700.784,695.176
799974.810,6118700.784,550.190
805011.957,6118700.784,399.540
810049.104,6118700.784,321.865
815086.251,6118700.784,289.024
820123.398,6118700.784,170.920
825160.545,6118700.784,88.150
830197.692,6118700.784,19.593
835234.839,6118700.784,9.809
840271.986,6118700.784,-19.235
845309.133,6118700.784,10.928
850346.280,6118700.784,31.764
855383.427,6118700.784,-87.182
860420.574,6118700.784,-119.577
865457.721,6118700.784,-136.989
870494.868,6118700.784,-145.048
875532.015,6118700.784,-346.599
880569.162,6118700.784,-769.875
885606.309,6118700.784,-1091.576
890643.456,6118700.784,-1456.075
895680.602,6118700.784,-1943.158
900717.749,6118700.784,-2159.033
905754.896,6118700.784,-2732.765
910792.043,6118700.784,-3573.026
915829.190,6118700.784,-4361.946
920866.337,6118700.784,-4840.048
925903.484,6118700.784,-4857.083
930940.631,6118700.784,-4862.322
935977.778,6118700.784,-4748.810
941014.925,6118700.784,-4817.670
946052.072,6118700.784,-4876.820
951089.219,6118700.784,-4875.256
956126.366,6118700.784,-4879.924
961163.513,6118700.784,-4758.790
966200.660,6118700.784,-4750.490
971237.807,6118700.784,-4774.341
976274.954,6118700.784,-4835.554
981312.101,6118700.784,-4838.607
986349.248,6118700.784,-4862.313
991386.394,6118700.784,-4865.281
996423.541,6118700.784,-4897.326
1001460.688,6118700.784,-4902.956
1006497.835,6118700.784,-4876.347
1011534.982,6118700.784,-4871.629
1016572.129,6118700.784,-4874.950
1021609.276,6118700.784,-4828.975
1026646.423,6118700.784,-4839.875
1031683.570,6118700.784,-4873.765
1036720.717,6118700.784,-4855.814
1041757.864,6118700.784,-4813.828
1046795.011,6118700.784,-4834.854
1051832.158,6118700.784,-4883.643
1056869.305,6118700.784,-4929.833
1061906.452,6118700.784,-4953.874
1066943.599,6118700.784,-4883.413
1071980.746,6118700.784,-4856.773
1077017.893,6118700.784,-4812.695
1082055.040,6118700.784,-4763.389
1087092.187,6118700.784,-4795.464
1092129.333,6118700.784,-4823.399
1097166.480,6118700.784,-4815.495
1102203.627,6118700.784,-4802.710
1107240.774,6118700.784,-4831.512
1112277.921,6118700.784,-4869.462
1117315.068,6118700.784,-4909.555
1122352.215,6118700.784,-4812.315
1127389.362,6118700.784,-4656.690
1132426.509,6118700.784,-4706.075
1137463.656,6118700.784,-4870.927
1142500.803,6118700.784,-4878.913
1147537.950,6118700.784,-4841.996
1152575.097,6118700.784,-4803.273
1157612.244,6118700.784,-4785.247
1162649.391,6118700.784,-4697.128
1167686.538,6118700.784,-4535.249
1172723.685,6118700.784,-4456.859
1177760.832,6118700.784,-4469.515
1182797.979,6118700.784,-4392.533
1187835.126,6118700.784,-4332.101
1192872.272,6118700.784,-4447.790
1197909.419,6118700.784,-4648.106
1202946.566,6118700.784,-4783.934
1207983.713,6118700.784,-4873.586
1213020.860,6118700.784,-4944.283
1218058.007,6118700.784,-4934.876
1223095.154,6118700.784,-4890.489
1228132.301,6118700.784,-4873.461
1233169.448,6118700.784,-4906.002
1238206.595,6118700.784,-4929.152
447374.524,6123716.197,125.272
452411.671,6123716.197,142.822
457448.818,6123716.197,154.730
462485.965,6123716.197,166.200
467523.112,6123716.197,184.849
472560.259,6123716.197,174.072
477597.406,6123716.197,162.872
482634.553,6123716.197,164.611
487671.700,6123716.197,159.005
492708.847,6123716.197,170.436
497745.993,6123716.197,165.006
502783.140,6123716.197,171.554
507820.287,6123716.197,169.775
512857.434,6123716.197,173.015
517894.581,6123716.197,185.896
522931.728,6123716.197,216.719
527968.875,6123716.197,192.734
533006.022,6123716.197,219.343
538043.169,6123716.197,242.682
543080.316,6123716.197,258.229
548117.463,6123716.197,325.480
553154.610,6123716.197,402.323
558191.757,6123716.197,300.601
563228.904,6123716.197,280.897
568266.051,6123716.197,299.638
573303.198,6123716.197,279.167
578340.345,6123716.197,231.995
583377.492,6123716.197,243.957
588414.639,6123716.197,362.959
593451.786,6123716.197,464.848
598488.932,6123716.197,315.740
603526.079,6123716.197,221.918
608563.226,6123716.197,224.438
613600.373,6123716.197,294.996
618637.520,6123716.197,399.619
623674.667,6123716.197,438.178
628711.814,6123716.197,517.101
633748.961,6123716.197,668.770
638786.108,6123716.197,661.912
643823.255,6123716.197,853.163
648860.402,6123716.197,518.389
653897.549,6123716.197,599.102
658934.696,6123716.197,565.100
663971.843,6123716.197,530.624
669008.990,6123716.197,404.608
674046.137,6123716.197,480.470
679083.284,6123716.197,557.789
684120.431,6123716.197,604.328
689157.578,6123716.197,634.517
694194.725,6123716.197,664.515
699231.871,6123716.197,705.182
704269.018,6123716.197,591.161
709306.165,6123716.197,627.724
714343.312,6123716.197,762.795
719380.459,6123716.197,674.851
724417.606,6123716.197,815.280
729454.753,6123716.197,789.324
734491.900,6123716.197,812.208
739529.047,6123716.197,739.162
744566.194,6123716.197,696.558
749603.341,6123716.197,711.400
754640.488,6123716.197,699.336
759677.635,6123716.197,624.277
764714.782,6123716.197,595.919
769751.929,6123716.197,578.584
774789.076,6123716.197,573.067
779826.223,6123716.197,540.989
784863.370,6123716.197,680.343
789900.517,6123716.197,661.446
794937.663,6123716.197,665.597
799974.810,6123716.197,395.700
805011.957,6123716.197,256.538
810049.104,6123716.197,145.254
815086.251,6123716.197,275.058
820123.398,6123716.197,155.673
825160.545,6123716.197,43.029
830197.692,6123716.197,35.360
835234.839,6123716.197,50.834
840271.986,6123716.197,22.989
845309.133,6123716.197,-2.537
850346.280,6123716.197,-35.769
855383.427,6123716.197,-28.527
860420.574,6123716.197,-100.201
865457.721,6123716.197,-128.169
870494.868,6123716.197,-138.257
875532.015,6123716.197,-251.151
880569.162,6123716.197,-592.730
885606.309,6123716.197,-960.375
890643.456,6123716.197,-1300.659
895680.602,6123716.197,-1688.498
900717.749,6123716.197,-2068.818
905754.896,6123716.197,-2619.386
910792.043,6123716.197,-3252.755
915829.190,6123716.197,-3874.602
920866.337,6123716.197,-4425.268
925903.484,6123716.197,-4829.179
930940.631,6123716.197,-4893.665
935977.778,6123716.197,-4793.504
941014.925,6123716.197,-4747.013
946052.072,6123716.197,-4904.641
951089.219,6123716.197,-4885.441
956126.366,6123716.197,-4878.150
961163.513,6123716.197,-4872.870
966200.660,6123716.197,-4863.908
971237.807,6123716.197,-4843.129
976274.954,6123716.197,-4771.583
981312.101,6123716.197,-4723.083
986349.248,6123716.197,-4792.688
991386.394,6123716.197,-4868.273
996423.541,6123716.197,-4854.851
1001460.688,6123716.197,-4959.455
1006497.835,6123716.197,-4889.751
1011534.982,6123716.197,-4856.642
1016572.129,6123716.197,-4827.372
1021609.276,6123716.197,-4748.623
1026646.423,6123716.197,-4815.732
1031683.570,6123716.197,-4884.694
1036720.717,6123716.197,-4835.080
1041757.864,6123716.197,-4739.015
1046795.011,6123716.197,-4776.515
1051832.158,6123716.197,-4854.898
1056869.305,6123716.197,-4945.947
1061906.452,6123716.197,-5064.322
1066943.599,6123716.197,-4934.788
1071980.746,6123716.197,-4846.471
1077017.893,6123716.197,-4746.660
1082055.040,6123716.197,-4690.126
1087092.187,6123716.197,-4817.857
1092129.333,6123716.197,-4888.288
1097166.480,6123716.197,-4888.770
1102203.627,6123716.197,-4875.388
1107240.774,6123716.197,-4805.907
1112277.921,6123716.197,-4847.632
1117315.068,6123716.197,-4870.299
1122352.215,6123716.197,-4832.181
1127389.362,6123716.197,-4786.002
1132426.509,6123716.197,-4850.337
1137463.656,6123716.197,-4881.737
1142500.803,6123716.197,-4855.066
1147537.950,6123716.197,-4725.925
1152575.097,6123716.197,-4691.014
1157612.244,6123716.197,-4728.968
1162649.391,6123716.197,-4647.157
1167686.538,6123716.197,-4491.884
1172723.685,6123716.197,-4432.586
1177760.832,6123716.197,-4462.970
1182797.979,6123716.197,-4414.123
1187835.126,6123716.197,-4476.886
1192872.272,6123716.197,-4682.375
1197909.419,6123716.197,-4825.758
1202946.566,6123716.197,-4837.588
1207983.713,6123716.197,-4853.311
1213020.860,6123716.197,-4871.988
1218058.007,6123716.197,-4834.824
1223095.154,6123716.197,-4819.427
1228132.301,6123716.197,-4854.550
1233169.448,6123716.197,-4882.334
1238206.595,6123716.197,-4917.202
447374.524,6128731.610,134.164
452411.671,6128731.610,168.544
457448.818,6128731.610,172.612
462485.965,6128731.610,168.540
467523.112,6128731.610,199.771
472560.259,6128731.610,172.138
477597.406,6128731.610,159.205
482634.553,6128731.610,161.579
487671.700,6128731.610,162.152
492708.847,6128731.610,164.220
497745.993,6128731.610,164.073
502783.140,6128731.610,170.527
507820.287,6128731.610,199.294
512857.434,6128731.610,201.327
517894.581,6128731.610,211.036
522931.728,6128731.610,231.223
527968.875,6128731.610,210.862
533006.022,6128731.610,214.970
538043.169,6128731.610,216.553
543080.316,6128731.610,243.317
548117.463,6128731.610,292.188
553154.610,6128731.610,371.349
558191.757,6128731.610,369.346
563228.904,6128731.610,281.587
568266.051,6128731.610,304.269
573303.198,6128731.610,248.499
578340.345,6128731.610,248.329
583377.492,6128731.610,389.321
588414.639,6128731.610,406.646
593451.786,6128731.610,566.194
598488.932,6128731.610,441.994
603526.079,6128731.610,252.208
608563.226,6128731.610,261.504
613600.373,6128731.610,299.965
618637.520,6128731.610,268.884
623674.667,6128731.610,500.352
628711.814,6128731.610,457.914
633748.961,6128731.610,630.756
638786.108,6128731.610,557.077
643823.255,6128731.610,702.037
648860.402,6128731.610,435.610
653897.549,6128731.610,359.777
658934.696,6128731.610,489.681
663971.843,6128731.610,516.213
669008.990,6128731.610,513.674
674046.137,6128731.610,627.200
679083.284,6128731.610,614.350
684120.431,6128731.610,585.721
689157.578,6128731.610,584.476
694194.725,6128731.610,669.199
699231.871,6128731.610,611.941
704269.018,6128731.610,608.976
709306.165,6128731.610,712.259
714343.312,6128731.610,756.902
719380.459,6128731.610,680.000
724417.606,6128731.610,713.577
729454.753,6128731.610,790.783
734491.900,6128731.610,858.532
739529.047,6128731.610,718.977
744566.194,6128731.610,689.628
749603.341,6128731.610,726.302
754640.488,6128731.610,711.173
759677.635,6128731.610,641.570
764714.782,6128731.610,615.729
769751.929,6128731.610,583.804
774789.076,6128731.610,580.588
779826.223,6128731.610,371.189
784863.370,6128731.610,568.118
789900.517,6128731.610,706.430
794937.663,6128731.610,398.725
799974.810,6128731.610,538.848
805011.957,6128731.610,401.221
810049.104,6128731.610,172.861
815086.251,6128731.610,237.174
820123.398,6128731.610,107.287
825160.545,6128731.610,108.298
830197.692,6128731.610,45.374
835234.839,6128731.610,1.769
840271.986,6128731.610,9.641
845309.133,6128731.610,-5.225
850346.280,6128731.610,-23.845
855383.427,6128731.610,-40.096
860420.574,6128731.610,-90.035
865457.721,6128731.610,-128.000
870494.868,6128731.610,-138.065
875532.015,6128731.610,-220.047
880569.162,6128731.610,-450.799
885606.309,6128731.610,-845.643
890643.456,6128731.610,-1231.085
895680.602,6128731.610,-1511.676
900717.749,6128731.610,-2033.360
905754.896,6128731.610,-2582.552
910792.043,6128731.610,-3194.706
915829.190,6128731.610,-3756.547
920866.337,6128731.610,-4789.705
925903.484,6128731.610,-4880.280
930940.631,6128731.610,-4864.857
935977.778,6128731.610,-4805.665
941014.925,6128731.610,-4773.987
946052.072,6128731.610,-4905.748
951089.219,6128731.610,-4874.290
956126.366,6128731.610,-4878.270
961163.513,6128731.610,-4867.209
966200.660,6128731.610,-4865.968
971237.807,6128731.610,-4874.480
976274.954,6128731.610,-4791.582
981312.101,6128731.610,-4761.949
986349.248,6128731.610,-4855.805
991386.394,6128731.610,-4863.566
996423.541,6128731.610,-4835.109
1001460.688,6128731.610,-4849.007
1006497.835,6128731.610,-4755.686
1011534.982,6128731.610,-4732.866
1016572.129,6128731.610,-4864.298
1021609.276,6128731.610,-4735.814
1026646.423,6128731.610,-4832.675
1031683.570,6128731.610,-5024.661
1036720.717,6128731.610,-4941.602
1041757.864,6128731.610,-4811.763
1046795.011,6128731.610,-4835.515
1051832.158,6128731.610,-4892.669
1056869.305,6128731.610,-4946.740
1061906.452,6128731.610,-4964.127
1066943.599,6128731.610,-4869.097
1071980.746,6128731.610,-4842.047
1077017.893,6128731.610,-4771.320
1082055.040,6128731.610,-4743.759
1087092.187,6128731.610,-4850.551
1092129.333,6128731.610,-4906.766
1097166.480,6128731.610,-4899.088
1102203.627,6128731.610,-4841.697
1107240.774,6128731.610,-4779.763
1112277.921,6128731.610,-4838.661
1117315.068,6128731.610,-4860.643
1122352.215,6128731.610,-4864.839
1127389.362,6128731.610,-4869.242
1132426.509,6128731.610,-4898.340
1137463.656,6128731.610,-4880.599
1142500.803,6128731.610,-4767.937
1147537.950,6128731.610,-4638.667
1152575.097,6128731.610,-4709.358
1157612.244,6128731.610,-4807.998
1162649.391,6128731.610,-4696.723
1167686.538,6128731.610,-4562.186
1172723.685,6128731.610,-4582.038
1177760.832,6128731.610,-4633.554
1182797.979,6128731.610,-4669.246
1187835.126,6128731.610,-4867.632
1192872.272,6128731.610,-4985.682
1197909.419,6128731.610,-4996.927
1202946.566,6128731.610,-4904.151
1207983.713,6128731.610,-4852.522
1213020.860,6128731.610,-4787.153
1218058.007,6128731.610,-4768.275
1223095.154,6128731.610,-4798.613
1228132.301,6128731.610,-4895.283
1233169.448,6128731.610,-5021.283
1238206.595,6128731.610,-4815.171
447374.524,6133747.024,144.474
452411.671,6133747.024,179.713
457448.818,6133747.024,161.009
462485.965,6133747.024,150.755
467523.112,6133747.024,158.187
472560.259,6133747.024,154.784
477597.406,6133747.024,155.184
482634.553,6133747.024,178.968
487671.700,6133747.024,168.145
492708.847,6133747.024,162.273
497745.993,6133747.024,174.392
502783.140,6133747.024,177.168
507820.287,6133747.024,197.044
512857.434,6133747.024,249.579
517894.581,6133747.024,245.504
522931.728,6133747.024,226.000
527968.875,6133747.024,256.776
533006.022,6133747.024,252.292
538043.169,6133747.024,280.979
543080.316,6133747.024,227.262
548117.463,6133747.024,285.464
553154.610,6133747.024,359.041
558191.757,6133747.024,373.040
563228.904,6133747.024,354.732
568266.051,6133747.024,280.500
573303.198,6133747.024,236.768
578340.345,6133747.024,278.382
583377.492,6133747.024,465.623
588414.639,6133747.024,595.657
593451.786,6133747.024,464.592
598488.932,6133747.024,384.938
603526.079,6133747.024,315.444
608563.226,6133747.024,364.759
613600.373,6133747.024,376.879
618637.520,6133747.024,277.917
623674.667,6133747.024,512.298
628711.814,6133747.024,459.138
633748.961,6133747.024,514.679
638786.108,6133747.024,370.615
643823.255,6133747.024,557.322
648860.402,6133747.024,636.782
653897.549,6133747.024,700.219
658934.696,6133747.024,373.605
663971.843,6133747.024,378.821
669008.990,6133747.024,580.138
674046.137,6133747.024,587.563
679083.284,6133747.024,557.849
684120.431,6133747.024,557.847
689157.578,6133747.024,644.276
694194.725,6133747.024,611.741
699231.871,6133747.024,564.342
704269.018,6133747.024,617.270
709306.165,6133747.024,809.080
714343.312,6133747.024,855.314
719380.459,6133747.024,811.270
724417.606,6133747.024,781.901
729454.753,6133747.024,752.574
734491.900,6133747.024,744.607
739529.047,6133747.024,713.606
744566.194,6133747.024,676.496
749603.341,6133747.024,684.308
754640.488,6133747.024,695.090
759677.635,6133747.024,667.566
764714.782,6133747.024,648.137
769751.929,6133747.024,635.139
774789.076,6133747.024,622.870
779826.223,6133747.024,513.901
784863.370,6133747.024,550.316
789900.517,6133747.024,676.675
794937.663,6133747.024,618.533
799974.810,6133747.024,495.256
805011.957,6133747.024,160.337
810049.104,6133747.024,130.405
815086.251,6133747.024,117.952
820123.398,6133747.024,51.130
825160.545,6133747.024,48.917
830197.692,6133747.024,9.048
835234.839,6133747.024,1.873
840271.986,6133747.024,-0.197
845309.133,6133747.024,-17.260
850346.280,6133747.024,-11.893
855383.427,6133747.024,-57.691
860420.574,6133747.024,-85.337
865457.721,6133747.024,-128.960
870494.868,6133747.024,-128.967
875532.015,6133747.024,-205.435
880569.162,6133747.024,-295.621
885606.309,6133747.024,-742.814
890643.456,6133747.024,-1099.164
895680.602,6133747.024,-1540.782
900717.749,6133747.024,-1848.391
905754.896,6133747.024,-2740.286
910792.043,6133747.024,-3749.821
915829.190,6133747.024,-3840.190
920866.337,6133747.024,-4187.573
925903.484,6133747.024,-4492.249
930940.631,6133747.024,-4720.953
935977.778,6133747.024,-4827.561
941014.925,6133747.024,-4862.250
946052.072,6133747.024,-4861.400
951089.219,6133747.024,-4872.671
956126.366,6133747.024,-4873.468
961163.513,6133747.024,-4884.308
966200.660,6133747.024,-4868.466
971237.807,6133747.024,-4850.028
976274.954,6133747.024,-4716.606
981312.101,6133747.024,-4727.058
986349.248,6133747.024,-4795.941
991386.394,6133747.024,-4855.793
996423.541,6133747.024,-4804.338
1001460.688,6133747.024,-4846.424
1006497.835,6133747.024,-4866.060
1011534.982,6133747.024,-4744.000
1016572.129,6133747.024,-4776.144
1021609.276,6133747.024,-4798.114
1026646.423,6133747.024,-4942.395
1031683.570,6133747.024,-5148.817
1036720.717,6133747.024,-5075.513
1041757.864,6133747.024,-4954.483
1046795.011,6133747.024,-4934.974
1051832.158,6133747.024,-4932.238
1056869.305,6133747.024,-4922.875
1061906.452,6133747.024,-4882.296
1066943.599,6133747.024,-4845.627
1071980.746,6133747.024,-4857.556
1077017.893,6133747.024,-4840.466
1082055.040,6133747.024,-4876.867
1087092.187,6133747.024,-4890.338
1092129.333,6133747.024,-4895.225
1097166.480,6133747.024,-4857.862
1102203.627,6133747.024,-4786.518
1107240.774,6133747.024,-4785.892
1112277.921,6133747.024,-4851.976
1117315.068,6133747.024,-4863.597
1122352.215,6133747.024,-4859.606
1127389.362,6133747.024,-4881.980
1132426.509,6133747.024,-4906.790
1137463.656,6133747.024,-4841.514
1142500.803,6133747.024,-4686.827
1147537.950,6133747.024,-4633.804
1152575.097,6133747.024,-4785.256
1157612.244,6133747.024,-4896.130
1162649.391,6133747.024,-4758.620
1167686.538,6133747.024,-4680.045
1172723.685,6133747.024,-4802.976
1177760.832,6133747.024,-4866.470
1182797.979,6133747.024,-4903.087
1187835.126,6133747.024,-5054.080
1192872.272,6133747.024,-5008.057
1197909.419,6133747.024,-4975.728
1202946.566,6133747.024,-4856.220
1207983.713,6133747.024,-4895.559
1213020.860,6133747.024,-4658.398
1218058.007,6133747.024,-4744.288
1223095.154,6133747.024,-4825.198
1228132.301,6133747.024,-4860.466
1233169.448,6133747.024,-4856.276
1238206.595,6133747.024,-4699.101
447374.524,6138762.437,162.947
452411.671,6138762.437,182.532
457448.818,6138762.437,145.000
462485.965,6138762.437,150.642
467523.112,6138762.437,153.020
472560.259,6138762.437,151.319
477597.406,6138762.437,156.540
482634.553,6138762.437,155.293
487671.700,6138762.437,159.359
492708.847,6138762.437,163.657
497745.993,6138762.437,173.159
502783.140,6138762.437,202.414
507820.287,6138762.437,237.398
512857.434,6138762.437,230.662
517894.581,6138762.437,263.061
522931.728,6138762.437,257.668
527968.875,6138762.437,271.832
533006.022,6138762.437,316.894
538043.169,6138762.437,336.706
543080.316,6138762.437,269.289
548117.463,6138762.437,254.780
553154.610,6138762.437,330.247
558191.757,6138762.437,384.724
563228.904,6138762.437,378.742
568266.051,6138762.437,276.168
573303.198,6138762.437,244.481
578340.345,6138762.437,292.677
583377.492,6138762.437,353.832
588414.639,6138762.437,521.840
593451.786,6138762.437,451.295
598488.932,6138762.437,320.668
603526.079,6138762.437,277.889
608563.226,6138762.437,352.716
613600.373,6138762.437,433.780
618637.520,6138762.437,332.613
623674.667,6138762.437,356.469
628711.814,6138762.437,329.444
633748.961,6138762.437,389.764
638786.108,6138762.437,460.967
643823.255,6138762.437,639.129
648860.402,6138762.437,591.894
653897.549,6138762.437,598.384
658934.696,6138762.437,493.527
663971.843,6138762.437,503.543
669008.990,6138762.437,517.742
674046.137,6138762.437,501.551
679083.284,6138762.437,519.371
684120.431,6138762.437,526.217
689157.578,6138762.437,568.830
694194.725,6138762.437,644.994
699231.871,6138762.437,621.445
704269.018,6138762.437,670.677
709306.165,6138762.437,703.786
714343.312,6138762.437,742.510
719380.459,6138762.437,761.010
724417.606,6138762.437,702.355
729454.753,6138762.437,769.761
734491.900,6138762.437,719.531
739529.047,6138762.437,765.460
744566.194,6138762.437,658.577
749603.341,6138762.437,679.609
754640.488,6138762.437,689.348
759677.635,6138762.437,668.444
764714.782,6138762.437,632.182
769751.929,6138762.437,591.965
774789.076,6138762.437,579.114
779826.223,6138762.437,617.172
784863.370,6138762.437,654.192
789900.517,6138762.437,625.007
794937.663,6138762.437,597.605
799974.810,6138762.437,294.760
805011.957,6138762.437,189.078
810049.104,6138762.437,161.016
815086.251,6138762.437,91.157
820123.398,6138762.437,157.624
825160.545,6138762.437,53.191
830197.692,6138762.437,18.091
835234.839,6138762.437,7.316
840271.986,6138762.437,61.133
845309.133,6138762.437,-18.094
850346.280,6138762.437,-38.530
855383.427,6138762.437,-60.873
860420.574,6138762.437,-95.709
865457.721,6138762.437,-125.089
870494.868,6138762.437,-133.924
875532.015,6138762.437,-189.735
880569.162,6138762.437,-232.591
885606.309,6138762.437,-602.979
890643.456,6138762.437,-1079.255
895680.602,6138762.437,-1503.429
900717.749,6138762.437,-1755.375
905754.896,6138762.437,-1997.223
910792.043,6138762.437,-3290.699
915829.190,6138762.437,-3115.970
920866.337,6138762.437,-3660.679
925903.484,6138762.437,-4296.351
930940.631,6138762.437,-4462.397
935977.778,6138762.437,-4873.745
941014.925,6138762.437,-4873.315
946052.072,6138762.437,-4834.039
951089.219,6138762.437,-4867.437
956126.366,6138762.437,-4863.542
961163.513,6138762.437,-4917.227
966200.660,6138762.437,-4884.572
971237.807,6138762.437,-4866.410
976274.954,6138762.437,-4706.674
981312.101,6138762.437,-4711.821
986349.248,6138762.437,-4727.541
991386.394,6138762.437,-4784.929
996423.541,6138762.437,-4863.742
1001460.688,6138762.437,-4861.000
1006497.835,6138762.437,-4872.405
1011534.982,6138762.437,-4832.787
1016572.129,6138762.437,-4775.602
1021609.276,6138762.437,-4865.458
1026646.423,6138762.437,-4928.993
1031683.570,6138762.437,-5085.784
1036720.717,6138762.437,-5082.832
1041757.864,6138762.437,-5020.090
1046795.011,6138762.437,-4978.903
1051832.158,6138762.437,-4931.061
1056869.305,6138762.437,-4892.544
1061906.452,6138762.437,-4855.068
1066943.599,6138762.437,-4838.929
1071980.746,6138762.437,-4867.116
1077017.893,6138762.437,-4876.375
1082055.040,6138762.437,-4843.992
1087092.187,6138762.437,-4866.589
1092129.333,6138762.437,-4864.277
1097166.480,6138762.437,-4836.936
1102203.627,6138762.437,-4824.752
1107240.774,6138762.437,-4844.522
1112277.921,6138762.437,-4875.933
1117315.068,6138762.437,-4866.796
1122352.215,6138762.437,-4870.696
1127389.362,6138762.437,-4864.276
1132426.509,6138762.437,-4911.798
1137463.656,6138762.437,-4886.583
1142500.803,6138762.437,-4823.441
1147537.950,6138762.437,-4772.006
1152575.097,6138762.437,-4845.940
